Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 99999]
***************** properties *****************
"measurementtype"="raw"
"command"="run"
"workload"="core"
"scanproportion"="0"
"threadcount"="8"
"dotransactions"="true"
"insertproportion"="0"
"readproportion"="0.5"
"operationcount"="50000"
"requestdistribution"="uniform"
"docollectingdata"="false"
"etcd.dial_timeout"="10s"
"updateproportion"="0.5"
"etcd.endpoints"="192.168.37.15:2379"
"recordcount"="100000"
"readallfields"="true"
**********************************************
**********************************************
Run finished, takes 9m10.150120668s
operation,timestamp_us,latency_us
READ,1716265701516243,116067
READ,1716265701573695,117778
READ,1716265701573719,117775
READ,1716265701573552,117959
READ,1716265701632320,118457
READ,1716265701693229,116424
READ,1716265701691757,117932
READ,1716265701691522,118209
READ,1716265701691507,118229
READ,1716265701754233,114335
READ,1716265701750791,117817
READ,1716265701751003,117777
READ,1716265701752622,116166
READ,1716265701809701,117461
READ,1716265701868801,116987
READ,1716265701869451,116348
READ,1716265701868791,117056
READ,1716265701869472,116389
READ,1716265701868622,117249
READ,1716265701928234,116313
READ,1716265701928926,115656
READ,1716265701985807,117711
READ,1716265701986654,116875
READ,1716265701985869,117704
READ,1716265702044595,118048
READ,1716265702045900,116748
READ,1716265702104352,116862
READ,1716265702105135,116137
READ,1716265702103585,117700
READ,1716265702163010,117032
READ,1716265702162896,117148
READ,1716265702223904,114707
READ,1716265702221228,117399
READ,1716265702281444,115975
READ,1716265702280825,116619
READ,1716265702280056,117430
READ,1716265702341455,114743
READ,1716265702338623,117659
READ,1716265702339451,116950
READ,1716265702338639,117769
READ,1716265702397497,117554
READ,1716265702457086,116627
READ,1716265702458792,114983
READ,1716265702456211,117575
READ,1716265702456295,117546
READ,1716265702516709,115855
READ,1716265702573798,117527
READ,1716265702573725,117653
READ,1716265702573853,117562
READ,1716265702632577,117435
READ,1716265702634074,115944
READ,1716265702691338,117347
READ,1716265702691390,117437
READ,1716265702694682,114202
READ,1716265702694856,114072
READ,1716265702750030,117567
READ,1716265702809435,117132
READ,1716265702811502,115113
READ,1716265702808895,117776
READ,1716265702810165,116507
READ,1716265702808839,117845
READ,1716265702808940,117768
READ,1716265702867610,117571
READ,1716265702868332,116862
READ,1716265702926683,117539
READ,1716265702986765,116169
READ,1716265702986724,116242
READ,1716265702986784,116193
READ,1716265702986292,116702
READ,1716265702985192,117826
READ,1716265703045783,115806
READ,1716265703044237,117426
READ,1716265703044810,116975
READ,1716265703103029,117671
READ,1716265703103004,117803
READ,1716265703102947,117991
READ,1716265703102987,117976
READ,1716265703102978,117997
READ,1716265703161674,117919
READ,1716265703221254,117131
READ,1716265703220970,117467
READ,1716265703220819,117658
READ,1716265703280112,117023
READ,1716265703280599,116594
READ,1716265703340228,115625
READ,1716265703338452,117521
READ,1716265703340175,115805
READ,1716265703338400,117589
READ,1716265703397148,117681
READ,1716265703457733,115804
READ,1716265703457145,116580
READ,1716265703455864,117864
READ,1716265703455991,117746
READ,1716265703515507,116850
READ,1716265703515819,116567
READ,1716265703515500,116943
READ,1716265703573736,117554
READ,1716265703573740,117742
READ,1716265703573549,117959
READ,1716265703633646,116536
READ,1716265703691858,116947
READ,1716265703691892,117130
READ,1716265703691301,117824
READ,1716265703692520,116633
READ,1716265703750192,117393
READ,1716265703751301,116302
READ,1716265703751116,116582
READ,1716265703751115,116653
READ,1716265703808815,117728
READ,1716265703809134,117446
READ,1716265703809167,117415
READ,1716265703867709,117370
READ,1716265703867616,117484
READ,1716265703926555,117632
READ,1716265703987520,115511
READ,1716265703986798,116250
READ,1716265703986157,116935
READ,1716265703985095,117999
READ,1716265703986877,116237
READ,1716265703986132,116984
READ,1716265704044200,117386
READ,1716265704103129,117096
READ,1716265704103061,117256
READ,1716265704103103,117227
READ,1716265704103045,117305
READ,1716265704162565,116491
READ,1716265704161597,117485
READ,1716265704220362,117477
READ,1716265704220328,117536
READ,1716265704220238,117649
READ,1716265704220343,117568
READ,1716265704222761,115157
READ,1716265704281596,115049
READ,1716265704279067,117614
READ,1716265704338669,116539
READ,1716265704337932,117357
READ,1716265704337875,117607
READ,1716265704397321,116820
READ,1716265704397410,116797
READ,1716265704396694,117527
READ,1716265704397510,116729
READ,1716265704455494,117269
READ,1716265704456275,116500
READ,1716265704455305,117483
READ,1716265704514847,116516
READ,1716265704572789,117457
READ,1716265704573816,116443
READ,1716265704573770,116593
READ,1716265704631377,117413
READ,1716265704633045,115768
READ,1716265704632836,115996
READ,1716265704632352,116502
READ,1716265704690273,117136
READ,1716265704748825,117299
READ,1716265704751738,114427
READ,1716265704748844,117324
READ,1716265704748865,117395
READ,1716265704749592,116728
READ,1716265704748804,117517
READ,1716265704866137,60142
READ,1716265704866266,118948
READ,1716265704866182,119106
READ,1716265704866335,118994
READ,1716265704927778,116654
READ,1716265704925639,118808
READ,1716265704926717,117753
READ,1716265704986030,117186
READ,1716265704985609,117620
READ,1716265705045047,117012
READ,1716265705045099,116989
READ,1716265705044956,117246
READ,1716265705044444,117771
READ,1716265705162101,60254
READ,1716265705163442,117632
READ,1716265705162800,118864
READ,1716265705162208,119466
READ,1716265705162236,119500
READ,1716265705162800,119021
READ,1716265705163437,118390
READ,1716265705281693,60116
READ,1716265705281843,118652
READ,1716265705282302,118228
READ,1716265705281090,119463
READ,1716265705341804,117621
READ,1716265705341825,117680
READ,1716265705341737,117835
READ,1716265705400538,117827
READ,1716265705401282,117088
READ,1716265705400563,117915
READ,1716265705459583,117562
READ,1716265705459539,117658
READ,1716265705518379,117577
READ,1716265705581443,113115
READ,1716265705577211,117366
READ,1716265705577824,116840
READ,1716265705580892,113853
READ,1716265705577962,116837
READ,1716265705640817,112507
READ,1716265705635972,117552
READ,1716265705694589,117538
READ,1716265705694674,117478
READ,1716265705754169,116794
READ,1716265705753337,117674
READ,1716265705754359,116714
READ,1716265705755696,115449
READ,1716265705753535,117624
READ,1716265705871023,59629
READ,1716265705871083,118423
READ,1716265705871772,117838
READ,1716265705871150,118477
READ,1716265705930601,117650
READ,1716265705931689,116586
READ,1716265705932629,115648
READ,1716265705989624,117474
READ,1716265705990144,117141
READ,1716265706048288,117596
READ,1716265706048872,117060
READ,1716265706049115,116836
READ,1716265706108702,115967
READ,1716265706107688,116987
READ,1716265706167358,116049
READ,1716265706166837,116721
READ,1716265706165945,117629
READ,1716265706165963,117658
READ,1716265706225304,116885
READ,1716265706226291,116042
READ,1716265706224683,117700
READ,1716265706224687,117723
READ,1716265706283571,117537
READ,1716265706283584,117537
READ,1716265706343109,116726
READ,1716265706342198,117685
READ,1716265706343151,116751
READ,1716265706342417,117528
READ,1716265706459913,60276
READ,1716265706459848,60345
READ,1716265706460931,118020
READ,1716265706461040,118066
READ,1716265706460908,118294
READ,1716265706460929,118275
READ,1716265706519859,117932
READ,1716265706520201,117612
READ,1716265706519747,118154
READ,1716265706578965,117534
READ,1716265706579706,116809
READ,1716265706579216,117307
READ,1716265706638853,116477
READ,1716265706638620,116718
READ,1716265706637802,117563
READ,1716265706697229,117064
READ,1716265706696527,117871
READ,1716265706696511,117889
READ,1716265706697322,117115
