Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 99999]
***************** properties *****************
"etcd.endpoints"="192.168.37.14:2379"
"insertproportion"="0"
"readallfields"="true"
"threadcount"="8"
"dotransactions"="true"
"operationcount"="50000"
"readproportion"="0.5"
"recordcount"="100000"
"measurementtype"="raw"
"docollectingdata"="false"
"command"="run"
"workload"="core"
"etcd.dial_timeout"="10s"
"requestdistribution"="uniform"
"scanproportion"="0"
"updateproportion"="0.5"
**********************************************
**********************************************
Run finished, takes 3m30.714394972s
operation,timestamp_us,latency_us
TOTAL,1716265814329235,44690
TOTAL,1716265814329206,44722
TOTAL,1716265814351545,23433
TOTAL,1716265814352692,22976
TOTAL,1716265814352788,23079
TOTAL,1716265814352718,23194
TOTAL,1716265814351595,44729
TOTAL,1716265814352755,43620
TOTAL,1716265814374993,23044
TOTAL,1716265814375675,43134
TOTAL,1716265814373935,44920
TOTAL,1716265814375879,43005
TOTAL,1716265814373941,44959
TOTAL,1716265814375925,43037
TOTAL,1716265814396342,23189
TOTAL,1716265814396387,44780
TOTAL,1716265814398048,43173
TOTAL,1716265814418831,23032
TOTAL,1716265814418872,23504
TOTAL,1716265814418901,23483
TOTAL,1716265814419552,23094
TOTAL,1716265814418910,44675
TOTAL,1716265814418982,44661
TOTAL,1716265814441187,23246
TOTAL,1716265814442662,23309
TOTAL,1716265814442392,23643
TOTAL,1716265814442393,43602
TOTAL,1716265814441875,44134
TOTAL,1716265814441233,44855
TOTAL,1716265814463667,23102
TOTAL,1716265814464451,23004
TOTAL,1716265814466053,23127
TOTAL,1716265814463597,44739
TOTAL,1716265814465981,42404
TOTAL,1716265814486034,23286
TOTAL,1716265814486012,23415
TOTAL,1716265814489193,41588
TOTAL,1716265814487463,43345
TOTAL,1716265814486099,44716
TOTAL,1716265814486782,44111
TOTAL,1716265814509446,23004
TOTAL,1716265814509342,23116
TOTAL,1716265814508395,44679
TOTAL,1716265814508354,44892
TOTAL,1716265814530836,23328
TOTAL,1716265814530824,23378
TOTAL,1716265814532461,43304
TOTAL,1716265814532468,43327
TOTAL,1716265814530904,44897
TOTAL,1716265814530793,45019
TOTAL,1716265814553262,23168
TOTAL,1716265814554172,43882
TOTAL,1716265814553087,45009
TOTAL,1716265814554215,43933
TOTAL,1716265814575812,23270
TOTAL,1716265814575831,23314
TOTAL,1716265814576445,22926
TOTAL,1716265814575777,44702
TOTAL,1716265814575813,44805
TOTAL,1716265814598074,23662
TOTAL,1716265814598169,23627
TOTAL,1716265814598109,23714
TOTAL,1716265814599158,23190
TOTAL,1716265814599386,23150
TOTAL,1716265814599098,43798
TOTAL,1716265814620501,23083
TOTAL,1716265814620638,23343
TOTAL,1716265814621751,23132
TOTAL,1716265814621842,23116
TOTAL,1716265814622363,23149
TOTAL,1716265814622543,42740
TOTAL,1716265814621808,43555
TOTAL,1716265814643995,23030
TOTAL,1716265814644900,23146
TOTAL,1716265814644976,23243
TOTAL,1716265814645533,23051
TOTAL,1716265814643596,44419
TOTAL,1716265814642907,45135
TOTAL,1716265814665301,23300
TOTAL,1716265814665383,23257
TOTAL,1716265814668236,23253
TOTAL,1716265814668596,41690
TOTAL,1716265814668059,42245
TOTAL,1716265814667034,43296
TOTAL,1716265814688033,23127
TOTAL,1716265814691503,41127
TOTAL,1716265814688611,44037
TOTAL,1716265814688649,44046
TOTAL,1716265814688054,44693
TOTAL,1716265814710346,23300
TOTAL,1716265814710304,23365
TOTAL,1716265814710316,44731
TOTAL,1716265814711170,43918
TOTAL,1716265814732665,23425
TOTAL,1716265814732649,23510
TOTAL,1716265814732711,23460
TOTAL,1716265814733682,23011
TOTAL,1716265814733656,43878
TOTAL,1716265814732757,44791
TOTAL,1716265814756707,23074
TOTAL,1716265814756104,43948
TOTAL,1716265814755059,44996
TOTAL,1716265814755101,44974
TOTAL,1716265814756169,43914
TOTAL,1716265814756184,43903
TOTAL,1716265814777571,23032
TOTAL,1716265814779793,42549
TOTAL,1716265814777545,44851
TOTAL,1716265814800094,23130
TOTAL,1716265814800096,44798
TOTAL,1716265814800099,44871
TOTAL,1716265814800068,44913
TOTAL,1716265814800617,44392
TOTAL,1716265814800065,44992
TOTAL,1716265814822352,44823
TOTAL,1716265814823237,44027
TOTAL,1716265814822406,44915
TOTAL,1716265814844912,23130
TOTAL,1716265814844988,23255
TOTAL,1716265814845068,44465
TOTAL,1716265814844993,44568
TOTAL,1716265814845020,44661
TOTAL,1716265814867338,23208
TOTAL,1716265814868060,23080
TOTAL,1716265814867273,44662
TOTAL,1716265814867187,44771
TOTAL,1716265814868251,43784
TOTAL,1716265814889577,23212
TOTAL,1716265814890563,23085
TOTAL,1716265814891153,22890
TOTAL,1716265814889692,44616
TOTAL,1716265814889544,44792
TOTAL,1716265814911954,23038
TOTAL,1716265814912807,22949
TOTAL,1716265814913660,43050
TOTAL,1716265814914051,42670
TOTAL,1716265814911969,44777
TOTAL,1716265814912049,44723
TOTAL,1716265814934328,23298
TOTAL,1716265814934352,23281
TOTAL,1716265814935010,23357
TOTAL,1716265814935772,23140
TOTAL,1716265814956730,23325
TOTAL,1716265814956790,23469
TOTAL,1716265814956763,23511
TOTAL,1716265814956733,23558
TOTAL,1716265814958382,23149
TOTAL,1716265814958920,43856
TOTAL,1716265814957643,45164
TOTAL,1716265814957636,45242
TOTAL,1716265814980288,23278
TOTAL,1716265814980276,23306
TOTAL,1716265814980072,45194
TOTAL,1716265814981543,43727
TOTAL,1716265814980303,44990
TOTAL,1716265815002793,23321
TOTAL,1716265815003601,23086
TOTAL,1716265815002819,44725
TOTAL,1716265815003578,43995
TOTAL,1716265815002894,44834
TOTAL,1716265815026043,23046
TOTAL,1716265815026120,23190
TOTAL,1716265815026697,43411
TOTAL,1716265815025941,44221
TOTAL,1716265815026127,44085
TOTAL,1716265815047590,23351
TOTAL,1716265815047745,23225
TOTAL,1716265815047558,23447
TOTAL,1716265815049112,23207
TOTAL,1716265815049327,23051
TOTAL,1716265815070132,23324
TOTAL,1716265815070179,23439
TOTAL,1716265815070232,23463
TOTAL,1716265815070950,23885
TOTAL,1716265815071028,23850
TOTAL,1716265815072332,23009
TOTAL,1716265815072392,23058
TOTAL,1716265815093709,23043
TOTAL,1716265815093472,23489
TOTAL,1716265815070988,46071
TOTAL,1716265815093630,23616
TOTAL,1716265815094851,23257
TOTAL,1716265815095363,22985
TOTAL,1716265815095464,23070
TOTAL,1716265815094894,44675
TOTAL,1716265815117075,23087
TOTAL,1716265815118380,22969
TOTAL,1716265815118546,23131
TOTAL,1716265815118116,43944
TOTAL,1716265815116969,45127
TOTAL,1716265815116763,45349
TOTAL,1716265815117258,44870
TOTAL,1716265815141363,23287
TOTAL,1716265815141689,22989
TOTAL,1716265815139583,45111
TOTAL,1716265815140174,44586
TOTAL,1716265815162144,23041
TOTAL,1716265815162111,23473
TOTAL,1716265815164669,22985
TOTAL,1716265815162071,44898
TOTAL,1716265815162126,44901
TOTAL,1716265815164693,42391
TOTAL,1716265815184713,23142
TOTAL,1716265815185204,22955
TOTAL,1716265815187661,41628
TOTAL,1716265815184772,44577
TOTAL,1716265815185596,43762
TOTAL,1716265815206986,23236
TOTAL,1716265815207874,23054
TOTAL,1716265815207096,44676
TOTAL,1716265815208169,43621
TOTAL,1716265815207039,44784
TOTAL,1716265815229367,23213
TOTAL,1716265815230240,22941
TOTAL,1716265815229300,44812
TOTAL,1716265815229371,44760
TOTAL,1716265815230948,43186
TOTAL,1716265815251807,23102
TOTAL,1716265815251792,23136
TOTAL,1716265815252599,22906
TOTAL,1716265815253194,22943
TOTAL,1716265815251837,44801
TOTAL,1716265815275522,23047
TOTAL,1716265815276150,23017
TOTAL,1716265815274937,44087
TOTAL,1716265815274919,44144
TOTAL,1716265815274125,44986
TOTAL,1716265815274146,45007
TOTAL,1716265815274142,45012
TOTAL,1716265815298594,23180
TOTAL,1716265815299186,23000
TOTAL,1716265815296652,44895
TOTAL,1716265815319081,23336
TOTAL,1716265815319041,23387
TOTAL,1716265815321794,23138
TOTAL,1716265815322204,23131
TOTAL,1716265815319165,44724
TOTAL,1716265815319167,44731
TOTAL,1716265815319124,44793
TOTAL,1716265815341568,23188
TOTAL,1716265815342446,23168
TOTAL,1716265815342440,23361
TOTAL,1716265815345352,23321
TOTAL,1716265815344947,41296
TOTAL,1716265815363916,23158
TOTAL,1716265815363935,23275
TOTAL,1716265815363912,23356
TOTAL,1716265815365812,23222
TOTAL,1716265815368694,23145
TOTAL,1716265815365622,43057
TOTAL,1716265815364767,43966
TOTAL,1716265815387090,23325
TOTAL,1716265815389052,23135
TOTAL,1716265815391860,23062
TOTAL,1716265815387222,43937
TOTAL,1716265815387281,43885
TOTAL,1716265815386255,44962
TOTAL,1716265815408697,23111
TOTAL,1716265815408751,23130
TOTAL,1716265815412195,41373
TOTAL,1716265815414935,38645
TOTAL,1716265815410428,43169
TOTAL,1716265815431234,23031
TOTAL,1716265815431897,23010
TOTAL,1716265815431173,45222
TOTAL,1716265815431181,45222
TOTAL,1716265815431820,44756
TOTAL,1716265815453619,23100
TOTAL,1716265815453598,23212
TOTAL,1716265815454925,23038
TOTAL,1716265815453581,45610
TOTAL,1716265815454274,44925
TOTAL,1716265815476598,23025
TOTAL,1716265815476411,23236
TOTAL,1716265815476829,23083
TOTAL,1716265815476415,45344
TOTAL,1716265815477976,43822
TOTAL,1716265815476730,45073
TOTAL,1716265815499926,23034
TOTAL,1716265815499214,44830
TOTAL,1716265815499205,44871
TOTAL,1716265815499634,44502
TOTAL,1716265815499659,44558
TOTAL,1716265815521777,23232
TOTAL,1716265815521830,23314
TOTAL,1716265815521817,23335
TOTAL,1716265815522978,23125
TOTAL,1716265815544064,23189
TOTAL,1716265815544101,23214
TOTAL,1716265815544165,23254
TOTAL,1716265815544240,23193
TOTAL,1716265815545157,23107
TOTAL,1716265815545171,23097
TOTAL,1716265815545024,23291
TOTAL,1716265815546123,23035
TOTAL,1716265815567339,23467
TOTAL,1716265815567432,23656
TOTAL,1716265815567266,23838
TOTAL,1716265815567449,23710
TOTAL,1716265815568283,23107
TOTAL,1716265815568333,23177
TOTAL,1716265815568283,23246
TOTAL,1716265815569179,23101
TOTAL,1716265815590821,23202
TOTAL,1716265815591105,23165
TOTAL,1716265815591186,23742
TOTAL,1716265815591403,23561
TOTAL,1716265815591548,23471
TOTAL,1716265815591112,45620
TOTAL,1716265815591515,45245
TOTAL,1716265815592294,44484
TOTAL,1716265815614291,22925
TOTAL,1716265815614981,22902
TOTAL,1716265815614036,45107
TOTAL,1716265815615042,44123
TOTAL,1716265815614942,44308
TOTAL,1716265815636793,22892
TOTAL,1716265815636754,23195
TOTAL,1716265815637229,22722
TOTAL,1716265815636768,44812
TOTAL,1716265815637890,43732
TOTAL,1716265815659184,23329
TOTAL,1716265815659260,23255
TOTAL,1716265815659964,23093
TOTAL,1716265815659962,23239
TOTAL,1716265815659152,44869
TOTAL,1716265815659699,44335
TOTAL,1716265815681599,23557
TOTAL,1716265815681641,23524
TOTAL,1716265815683223,23069
TOTAL,1716265815683071,43364
TOTAL,1716265815682525,43912
TOTAL,1716265815682529,43918
TOTAL,1716265815704054,23093
TOTAL,1716265815705183,23007
TOTAL,1716265815705173,23193
TOTAL,1716265815706305,42415
TOTAL,1716265815704033,44717
TOTAL,1716265815726455,23418
TOTAL,1716265815726464,23435
TOTAL,1716265815728212,22946
TOTAL,1716265815727160,44052
TOTAL,1716265815728379,42890
TOTAL,1716265815726445,45483
TOTAL,1716265815748731,45176
TOTAL,1716265815749907,44033
TOTAL,1716265815748760,45183
TOTAL,1716265815749892,44129
TOTAL,1716265815751170,42880
TOTAL,1716265815771280,45025
TOTAL,1716265815771990,44380
TOTAL,1716265815771222,45167
TOTAL,1716265815793952,23292
TOTAL,1716265815793979,23480
TOTAL,1716265815793980,23559
TOTAL,1716265815794086,23463
TOTAL,1716265815794056,23506
TOTAL,1716265815816395,23435
TOTAL,1716265815816411,23456
TOTAL,1716265815816326,23563
TOTAL,1716265815817476,23413
TOTAL,1716265815817560,23333
TOTAL,1716265815817576,44687
TOTAL,1716265815817556,44795
TOTAL,1716265815817258,45096
TOTAL,1716265815839852,23196
TOTAL,1716265815839905,23566
TOTAL,1716265815839889,23591
TOTAL,1716265815840913,23210
TOTAL,1716265815840913,23229
TOTAL,1716265815862283,23310
TOTAL,1716265815862371,23291
TOTAL,1716265815862378,23295
TOTAL,1716265815863067,23002
TOTAL,1716265815863482,23236
TOTAL,1716265815863488,23238
TOTAL,1716265815885698,23288
TOTAL,1716265815885682,23331
TOTAL,1716265815864155,45289
TOTAL,1716265815886088,23358
TOTAL,1716265815885611,23883
TOTAL,1716265815864133,45456
TOTAL,1716265815886730,23139
TOTAL,1716265815886742,23151
TOTAL,1716265815909037,23539
TOTAL,1716265815909460,23258
TOTAL,1716265815909007,23784
TOTAL,1716265815909462,23388
TOTAL,1716265815909511,23351
TOTAL,1716265815909888,23191
TOTAL,1716265815909597,23495
TOTAL,1716265815909901,45773
TOTAL,1716265815932863,23107
TOTAL,1716265815933086,45951
TOTAL,1716265815932592,46468
TOTAL,1716265815932732,46339
TOTAL,1716265815933101,45972
TOTAL,1716265815932870,46221
TOTAL,1716265815932805,46289
TOTAL,1716265815955685,45274
TOTAL,1716265815955979,45085
TOTAL,1716265815979081,23324
TOTAL,1716265815979122,23546
TOTAL,1716265815979060,23636
TOTAL,1716265815979093,23712
TOTAL,1716265815979085,44465
TOTAL,1716265815979105,44498
TOTAL,1716265816002682,23592
TOTAL,1716265816002818,43399
TOTAL,1716265816002704,43587
TOTAL,1716265816001077,45227
TOTAL,1716265816000972,45336
TOTAL,1716265816002419,43929
TOTAL,1716265816023569,23110
TOTAL,1716265816026292,22997
TOTAL,1716265816023616,44927
TOTAL,1716265816046325,23222
TOTAL,1716265816046366,23327
TOTAL,1716265816046693,23242
TOTAL,1716265816046320,44833
TOTAL,1716265816049297,41920
TOTAL,1716265816046229,45024
TOTAL,1716265816046304,45010
TOTAL,1716265816068564,23010
TOTAL,1716265816069705,23058
TOTAL,1716265816069954,23124
TOTAL,1716265816069561,44228
TOTAL,1716265816091174,23373
TOTAL,1716265816091588,23159
TOTAL,1716265816093104,23004
TOTAL,1716265816092775,23356
TOTAL,1716265816091273,44767
TOTAL,1716265816091325,44745
TOTAL,1716265816091228,44864
TOTAL,1716265816114566,23156
TOTAL,1716265816116152,23242
TOTAL,1716265816116122,23367
TOTAL,1716265816113802,44651
TOTAL,1716265816114767,43698
TOTAL,1716265816136059,23684
TOTAL,1716265816136113,23670
TOTAL,1716265816136082,44783
TOTAL,1716265816139501,41407
TOTAL,1716265816137737,43173
TOTAL,1716265816139406,41646
TOTAL,1716265816158488,23449
TOTAL,1716265816158471,23498
TOTAL,1716265816159758,23218
TOTAL,1716265816159794,43481
TOTAL,1716265816180937,23523
TOTAL,1716265816181064,44627
TOTAL,1716265816180923,44901
TOTAL,1716265816182989,42872
TOTAL,1716265816180877,45021
TOTAL,1716265816181982,43979
TOTAL,1716265816181948,44035
TOTAL,1716265816203288,44921
TOTAL,1716265816204474,43768
TOTAL,1716265816225852,23199
TOTAL,1716265816226002,23338
TOTAL,1716265816225873,44737
TOTAL,1716265816225905,44720
TOTAL,1716265816225703,44927
TOTAL,1716265816225976,44712
TOTAL,1716265816248226,23443
TOTAL,1716265816248254,44695
TOTAL,1716265816249354,43730
TOTAL,1716265816249065,44054
TOTAL,1716265816270703,23370
TOTAL,1716265816270641,23645
TOTAL,1716265816271689,23114
TOTAL,1716265816270642,44829
TOTAL,1716265816270622,44875
TOTAL,1716265816293138,23200
TOTAL,1716265816294090,23219
TOTAL,1716265816294812,43154
TOTAL,1716265816293095,44907
TOTAL,1716265816294299,43719
TOTAL,1716265816292962,45069
TOTAL,1716265816315491,23180
TOTAL,1716265816315521,23312
TOTAL,1716265816316360,23296
TOTAL,1716265816317324,23047
TOTAL,1716265816337990,23285
TOTAL,1716265816338042,23646
TOTAL,1716265816338019,23824
TOTAL,1716265816338685,23179
TOTAL,1716265816338036,23873
TOTAL,1716265816338846,23553
TOTAL,1716265816339668,23213
TOTAL,1716265816340387,22940
TOTAL,1716265816361293,23330
TOTAL,1716265816361883,23584
TOTAL,1716265816361865,23663
TOTAL,1716265816362417,23180
TOTAL,1716265816363340,43752
TOTAL,1716265816361697,45409
TOTAL,1716265816362891,44287
TOTAL,1716265816361919,45311
TOTAL,1716265816384647,23539
TOTAL,1716265816385546,22990
TOTAL,1716265816385614,23339
TOTAL,1716265816385480,44088
TOTAL,1716265816407108,23151
TOTAL,1716265816408204,23384
TOTAL,1716265816408550,23047
TOTAL,1716265816407189,44595
TOTAL,1716265816408966,42819
TOTAL,1716265816407241,44557
TOTAL,1716265816407117,44702
TOTAL,1716265816430279,23401
TOTAL,1716265816431606,23204
TOTAL,1716265816431605,42603
TOTAL,1716265816429579,44651
TOTAL,1716265816451815,23301
TOTAL,1716265816454825,23243
TOTAL,1716265816451797,44962
TOTAL,1716265816451830,44976
TOTAL,1716265816453693,43140
TOTAL,1716265816451801,45039
TOTAL,1716265816478077,41197
TOTAL,1716265816474240,45036
TOTAL,1716265816474222,45095
TOTAL,1716265816475127,44220
TOTAL,1716265816496857,23539
TOTAL,1716265816496782,23640
TOTAL,1716265816496855,23612
TOTAL,1716265816496819,44836
TOTAL,1716265816519364,23185
TOTAL,1716265816519297,23273
TOTAL,1716265816520415,23077
TOTAL,1716265816520478,43701
TOTAL,1716265816520430,43760
TOTAL,1716265816519329,44862
TOTAL,1716265816519287,44922
TOTAL,1716265816542567,23106
TOTAL,1716265816543521,23123
TOTAL,1716265816542581,43929
TOTAL,1716265816541666,45032
TOTAL,1716265816564229,23341
TOTAL,1716265816564207,23574
TOTAL,1716265816564210,23590
TOTAL,1716265816565685,43334
TOTAL,1716265816566656,42404
TOTAL,1716265816564200,44994
TOTAL,1716265816586722,23218
TOTAL,1716265816587587,22952
TOTAL,1716265816587811,23228
TOTAL,1716265816587792,43723
TOTAL,1716265816586523,44999
TOTAL,1716265816609037,23378
TOTAL,1716265816609214,23312
TOTAL,1716265816609081,23459
TOTAL,1716265816611048,43010
TOTAL,1716265816610552,43516
TOTAL,1716265816609959,44131
TOTAL,1716265816631539,23252
TOTAL,1716265816631534,23643
TOTAL,1716265816632428,22995
TOTAL,1716265816632561,23138
TOTAL,1716265816632544,23159
TOTAL,1716265816654080,23551
TOTAL,1716265816655194,23421
TOTAL,1716265816655438,23190
TOTAL,1716265816654070,45889
TOTAL,1716265816654102,45890
TOTAL,1716265816655710,44300
TOTAL,1716265816654801,45216
TOTAL,1716265816655709,44318
TOTAL,1716265816677649,23280
TOTAL,1716265816678626,43743
TOTAL,1716265816678638,43771
TOTAL,1716265816700012,23383
TOTAL,1716265816700035,23374
TOTAL,1716265816700948,23134
TOTAL,1716265816700019,44943
TOTAL,1716265816700042,44923
TOTAL,1716265816699972,45075
TOTAL,1716265816722392,23139
TOTAL,1716265816723432,23362
TOTAL,1716265816723406,43867
TOTAL,1716265816724099,43191
TOTAL,1716265816722421,44883
TOTAL,1716265816744985,23203
TOTAL,1716265816745065,23157
TOTAL,1716265816744991,23256
TOTAL,1716265816746824,23156
TOTAL,1716265816745546,44189
TOTAL,1716265816768209,23210
TOTAL,1716265816768240,23272
TOTAL,1716265816770002,23116
TOTAL,1716265816768257,45641
TOTAL,1716265816767303,48062
TOTAL,1716265816767317,48286
TOTAL,1716265816789757,33237
TOTAL,1716265816767285,55778
TOTAL,1716265816791532,32062
TOTAL,1716265816793131,41261
TOTAL,1716265816791432,42996
TOTAL,1716265816813916,24390
TOTAL,1716265816823074,33635
TOTAL,1716265816815616,41189
TOTAL,1716265816823007,33804
TOTAL,1716265816823609,33239
TOTAL,1716265816815375,41516
TOTAL,1716265816834444,22844
TOTAL,1716265816834410,23153
TOTAL,1716265816838317,40904
TOTAL,1716265816856906,22919
TOTAL,1716265816856873,23129
TOTAL,1716265816857583,23119
TOTAL,1716265816857299,44386
TOTAL,1716265816856721,44976
TOTAL,1716265816856817,44914
TOTAL,1716265816856820,45013
TOTAL,1716265816879839,44515
TOTAL,1716265816880710,43698
TOTAL,1716265816879235,45339
TOTAL,1716265816880011,44729
TOTAL,1716265816901719,23225
TOTAL,1716265816901704,23427
TOTAL,1716265816901843,45012
TOTAL,1716265816901742,45316
TOTAL,1716265816924370,23153
TOTAL,1716265816924426,23263
TOTAL,1716265816924754,23164
TOTAL,1716265816924952,44172
TOTAL,1716265816925142,44071
TOTAL,1716265816924581,44671
TOTAL,1716265816947538,23095
TOTAL,1716265816947703,23109
TOTAL,1716265816947929,23065
TOTAL,1716265816969150,22972
TOTAL,1716265816947070,45064
TOTAL,1716265816946867,45286
TOTAL,1716265816969270,23114
TOTAL,1716265816970831,22941
TOTAL,1716265816970649,23125
TOTAL,1716265816971009,22930
TOTAL,1716265816969226,45154
TOTAL,1716265816992137,22929
TOTAL,1716265816992153,22980
TOTAL,1716265816993787,22854
TOTAL,1716265816993955,22970
TOTAL,1716265816993782,43024
TOTAL,1716265816992164,44760
TOTAL,1716265816992393,44587
TOTAL,1716265817016941,23046
TOTAL,1716265817015145,44098
TOTAL,1716265817016651,42616
TOTAL,1716265817014394,44898
TOTAL,1716265817015077,44418
TOTAL,1716265817036999,23216
TOTAL,1716265817040005,23099
TOTAL,1716265817036828,44972
TOTAL,1716265817036935,45099
TOTAL,1716265817059519,23256
TOTAL,1716265817059307,23470
TOTAL,1716265817060232,23159
TOTAL,1716265817063124,23023
TOTAL,1716265817059279,45050
TOTAL,1716265817059255,45392
TOTAL,1716265817081833,23199
TOTAL,1716265817082058,23131
TOTAL,1716265817082787,44006
TOTAL,1716265817086159,40668
TOTAL,1716265817082788,44320
TOTAL,1716265817083404,43800
TOTAL,1716265817104670,23260
TOTAL,1716265817105204,23011
TOTAL,1716265817104341,44730
TOTAL,1716265817105046,44034
TOTAL,1716265817127222,23076
TOTAL,1716265817127954,23096
TOTAL,1716265817128235,23001
TOTAL,1716265817126840,44525
TOTAL,1716265817127115,44280
TOTAL,1716265817126807,44652
TOTAL,1716265817151067,23175
TOTAL,1716265817149092,44798
TOTAL,1716265817150308,43726
TOTAL,1716265817151244,43338
TOTAL,1716265817149083,45533
TOTAL,1716265817171384,23261
TOTAL,1716265817171476,23253
TOTAL,1716265817174258,42074
TOTAL,1716265817171408,44959
TOTAL,1716265817193909,23340
TOTAL,1716265817194057,23300
TOTAL,1716265817194659,23203
TOTAL,1716265817194633,23254
TOTAL,1716265817194734,43874
TOTAL,1716265817194593,44463
TOTAL,1716265817216353,23249
TOTAL,1716265817216384,23403
TOTAL,1716265817217902,23368
TOTAL,1716265817217365,43552
TOTAL,1716265817217264,43694
TOTAL,1716265817217876,43117
TOTAL,1716265817238625,23293
TOTAL,1716265817239073,23378
TOTAL,1716265817239624,23505
TOTAL,1716265817239800,43534
TOTAL,1716265817241282,42245
TOTAL,1716265817262470,23243
TOTAL,1716265817261004,44921
TOTAL,1716265817261931,44011
TOTAL,1716265817263140,42812
TOTAL,1716265817260971,45011
TOTAL,1716265817260931,45423
TOTAL,1716265817283548,23335
TOTAL,1716265817283348,44986
TOTAL,1716265817285727,42974
TOTAL,1716265817305960,23143
TOTAL,1716265817306377,23073
TOTAL,1716265817305968,23483
TOTAL,1716265817306906,23107
TOTAL,1716265817305992,45147
TOTAL,1716265817305938,45303
TOTAL,1716265817328354,23095
TOTAL,1716265817329470,23019
TOTAL,1716265817328712,44461
TOTAL,1716265817329465,43773
TOTAL,1716265817330023,43868
TOTAL,1716265817329115,44835
TOTAL,1716265817351262,23119
TOTAL,1716265817351460,44360
TOTAL,1716265817351153,45124
TOTAL,1716265817352499,43779
TOTAL,1716265817373958,44325
TOTAL,1716265817374395,44026
TOTAL,1716265817373186,45259
TOTAL,1716265817373250,45735
TOTAL,1716265817373900,45210
TOTAL,1716265817396291,44592
TOTAL,1716265817395832,45065
TOTAL,1716265817396284,44992
TOTAL,1716265817418317,23125
TOTAL,1716265817419117,43997
TOTAL,1716265817418456,44879
TOTAL,1716265817418993,44914
TOTAL,1716265817418431,45571
TOTAL,1716265817440901,23532
TOTAL,1716265817440915,23555
TOTAL,1716265817441454,23049
TOTAL,1716265817441283,44934
TOTAL,1716265817463131,23277
TOTAL,1716265817463358,23221
TOTAL,1716265817464020,22988
TOTAL,1716265817464520,23201
TOTAL,1716265817464485,23397
TOTAL,1716265817463917,44295
TOTAL,1716265817464442,44281
TOTAL,1716265817486237,23742
TOTAL,1716265817486427,23674
TOTAL,1716265817486598,23573
TOTAL,1716265817487020,43554
TOTAL,1716265817487731,42933
TOTAL,1716265817487892,42809
TOTAL,1716265817509995,23282
TOTAL,1716265817510190,23395
TOTAL,1716265817510112,23512
TOTAL,1716265817508225,44765
TOTAL,1716265817508736,44764
TOTAL,1716265817530593,23174
TOTAL,1716265817533606,23141
TOTAL,1716265817533642,23552
TOTAL,1716265817533304,42203
TOTAL,1716265817530676,45200
TOTAL,1716265817530711,45311
TOTAL,1716265817553522,23086
TOTAL,1716265817553002,44838
TOTAL,1716265817557201,40659
TOTAL,1716265817556758,41145
TOTAL,1716265817553780,44517
TOTAL,1716265817575893,23042
TOTAL,1716265817576044,23353
TOTAL,1716265817576621,23057
TOTAL,1716265817575518,44607
TOTAL,1716265817597877,23255
TOTAL,1716265817597864,23279
TOTAL,1716265817598950,22908
TOTAL,1716265817599413,23123
TOTAL,1716265817597914,45226
TOTAL,1716265817598310,45187
TOTAL,1716265817599685,43832
TOTAL,1716265817620144,27617
TOTAL,1716265817621872,26082
TOTAL,1716265817621152,26866
TOTAL,1716265817621156,44000
TOTAL,1716265817622543,42625
TOTAL,1716265817643161,23285
TOTAL,1716265817643511,23055
TOTAL,1716265817648035,23070
TOTAL,1716265817643530,43989
TOTAL,1716265817647772,39751
TOTAL,1716265817647960,39579
TOTAL,1716265817665167,23068
TOTAL,1716265817665182,23076
TOTAL,1716265817666577,22886
TOTAL,1716265817671114,39056
TOTAL,1716265817666454,44076
TOTAL,1716265817687540,23332
TOTAL,1716265817688272,23130
TOTAL,1716265817688253,23246
TOTAL,1716265817689477,23048
TOTAL,1716265817687532,45800
TOTAL,1716265817687551,45808
TOTAL,1716265817710191,23301
TOTAL,1716265817710544,23364
TOTAL,1716265817711420,23092
TOTAL,1716265817710886,43757
TOTAL,1716265817712531,42392
TOTAL,1716265817711507,43483
TOTAL,1716265817733378,23446
TOTAL,1716265817733358,23492
TOTAL,1716265817734528,42526
TOTAL,1716265817733920,43180
TOTAL,1716265817733511,43633
TOTAL,1716265817754943,23410
TOTAL,1716265817756839,22978
TOTAL,1716265817755002,44635
TOTAL,1716265817754657,45007
TOTAL,1716265817756863,42901
TOTAL,1716265817777121,23293
TOTAL,1716265817779835,23074
TOTAL,1716265817777067,45196
TOTAL,1716265817778367,43948
TOTAL,1716265817777157,45196
TOTAL,1716265817800437,23182
TOTAL,1716265817802927,23235
TOTAL,1716265817799647,44962
TOTAL,1716265817799776,45002
TOTAL,1716265817799676,45150
TOTAL,1716265817822332,24069
TOTAL,1716265817823636,23347
TOTAL,1716265817826179,23189
TOTAL,1716265817822366,44865
TOTAL,1716265817822276,44980
TOTAL,1716265817844839,44750
TOTAL,1716265817846415,43203
TOTAL,1716265817844622,45049
TOTAL,1716265817849376,40335
TOTAL,1716265817846993,42746
TOTAL,1716265817844790,44987
TOTAL,1716265817867274,23337
TOTAL,1716265817867243,45041
TOTAL,1716265817889611,23447
TOTAL,1716265817889693,23585
TOTAL,1716265817889756,23958
TOTAL,1716265817889730,24016
TOTAL,1716265817889639,24109
TOTAL,1716265817889789,44769
TOTAL,1716265817890622,43974
TOTAL,1716265817912303,23178
TOTAL,1716265817913766,23163
TOTAL,1716265817913765,23239
