Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 99999]
***************** properties *****************
"etcd.endpoints"="192.168.37.14:2379"
"insertproportion"="0"
"readallfields"="true"
"threadcount"="8"
"dotransactions"="true"
"operationcount"="50000"
"readproportion"="0.5"
"recordcount"="100000"
"measurementtype"="raw"
"docollectingdata"="false"
"command"="run"
"workload"="core"
"etcd.dial_timeout"="10s"
"requestdistribution"="uniform"
"scanproportion"="0"
"updateproportion"="0.5"
**********************************************
**********************************************
Run finished, takes 3m30.714394972s
operation,timestamp_us,latency_us
READ,1716265819938756,43923
READ,1716265819960388,44840
READ,1716265819961372,43872
READ,1716265819963015,42232
READ,1716265819983391,44304
READ,1716265820006140,44021
READ,1716265820006139,44022
READ,1716265820005258,44903
READ,1716265820005261,44960
READ,1716265820006864,43392
READ,1716265820027707,44947
READ,1716265820050173,44997
READ,1716265820050174,45062
READ,1716265820050178,45073
READ,1716265820073758,43853
READ,1716265820077349,40265
READ,1716265820072667,45014
READ,1716265820097059,43025
READ,1716265820097904,42192
READ,1716265820095182,44968
READ,1716265820095247,44951
READ,1716265820117693,44826
READ,1716265820141599,43392
READ,1716265820140107,44938
READ,1716265820140164,44916
READ,1716265820141020,44026
READ,1716265820163191,44206
READ,1716265820162536,44891
READ,1716265820185126,44652
READ,1716265820208228,43954
READ,1716265820231701,42809
READ,1716265820231720,42852
READ,1716265820230869,43768
READ,1716265820234659,39993
READ,1716265820253786,43297
READ,1716265820256069,41057
READ,1716265820274584,44825
READ,1716265820274652,44928
READ,1716265820297690,44299
READ,1716265820299313,42720
READ,1716265820298270,43786
READ,1716265820342069,24147
READ,1716265820344438,43806
READ,1716265820342620,45662
READ,1716265820343553,44780
READ,1716265820366325,44221
READ,1716265820366355,44198
READ,1716265820389211,43767
READ,1716265820388253,44783
READ,1716265820389742,43317
READ,1716265820411385,43987
READ,1716265820412359,43057
READ,1716265820433993,43895
READ,1716265820433057,44884
READ,1716265820433786,44159
READ,1716265820458833,41444
READ,1716265820456488,43801
READ,1716265820477900,44850
READ,1716265820479759,43005
READ,1716265820477958,44922
READ,1716265820478829,44154
READ,1716265820478816,44195
READ,1716265820477955,45067
READ,1716265820500302,44898
READ,1716265820523034,44543
READ,1716265820523001,44595
READ,1716265820523024,44583
READ,1716265820523476,44225
READ,1716265820546104,43829
READ,1716265820567591,44513
READ,1716265820590831,43725
READ,1716265820592514,42060
READ,1716265820591267,43367
READ,1716265820612116,44985
READ,1716265820615372,41753
READ,1716265820614400,42735
READ,1716265820614393,42745
READ,1716265820634568,44797
READ,1716265820634649,44748
READ,1716265820657150,44734
READ,1716265820659300,42630
READ,1716265820658043,43908
READ,1716265820657138,44833
READ,1716265820680581,43770
READ,1716265820679407,44960
READ,1716265820701961,44629
READ,1716265820703021,43617
READ,1716265820725213,44327
READ,1716265820725299,44247
READ,1716265820724380,45174
READ,1716265820747395,44247
READ,1716265820771630,42292
READ,1716265820772852,41078
READ,1716265820770089,43873
READ,1716265820792971,43388
READ,1716265820793412,42970
READ,1716265820816360,42325
READ,1716265820837566,43420
READ,1716265820838276,42735
READ,1716265820836372,44737
READ,1716265820859601,43905
READ,1716265820858696,44810
READ,1716265820860652,42945
READ,1716265820883917,42050
READ,1716265820904670,43252
READ,1716265820903517,44544
READ,1716265820903522,44640
READ,1716265820904604,43572
READ,1716265820904642,43577
READ,1716265820926963,43782
READ,1716265820955168,37804
READ,1716265820948224,44750
READ,1716265820948176,44821
READ,1716265820972302,43076
READ,1716265820970757,44646
READ,1716265820971220,44189
READ,1716265820971171,44369
READ,1716265820992987,44733
READ,1716265821016747,43310
READ,1716265821015423,44988
READ,1716265821037733,44773
READ,1716265821062569,42534
READ,1716265821063740,41373
READ,1716265821060069,45049
READ,1716265821082521,45039
READ,1716265821086308,41278
READ,1716265821085279,42386
READ,1716265821105125,44984
READ,1716265821128637,43902
READ,1716265821128667,43937
READ,1716265821155203,39606
READ,1716265821150123,44687
READ,1716265821175765,41395
READ,1716265821174544,42661
READ,1716265821172618,44624
READ,1716265821174339,42940
READ,1716265821195718,44042
READ,1716265821196746,43033
READ,1716265821217173,44880
READ,1716265821217291,44835
READ,1716265821240602,43867
READ,1716265821264578,42348
READ,1716265821264590,42351
READ,1716265821262067,44874
READ,1716265821263363,43627
READ,1716265821263244,43776
READ,1716265821306954,23477
READ,1716265821308530,44263
READ,1716265821309077,43717
READ,1716265821306951,45910
READ,1716265821307871,45042
READ,1716265821307033,45881
READ,1716265821330446,44870
READ,1716265821330447,44871
READ,1716265821330442,44893
READ,1716265821352806,44837
READ,1716265821376244,43876
READ,1716265821376227,43920
READ,1716265821376221,43956
READ,1716265821376350,43838
READ,1716265821375331,44861
READ,1716265821375329,44914
READ,1716265821397654,44668
READ,1716265821421860,43196
READ,1716265821420256,44973
READ,1716265821465366,23407
READ,1716265821466974,44417
READ,1716265821490511,43469
READ,1716265821488838,45151
READ,1716265821488353,45674
READ,1716265821490581,43485
READ,1716265821513309,43065
READ,1716265821511404,44990
READ,1716265821511850,44628
READ,1716265821513648,42862
READ,1716265821534037,45002
READ,1716265821533993,45067
READ,1716265821556493,44977
READ,1716265821557337,44164
READ,1716265821556521,44990
READ,1716265821556387,45142
READ,1716265821556410,45164
READ,1716265821580262,43550
READ,1716265821579055,44800
READ,1716265821602558,43608
READ,1716265821601486,44820
READ,1716265821601540,45076
READ,1716265821625025,43538
READ,1716265821625063,43516
READ,1716265821647310,43636
READ,1716265821647366,43639
READ,1716265821646318,44752
READ,1716265821669094,44347
READ,1716265821669774,43678
READ,1716265821668575,44924
READ,1716265821691085,44591
READ,1716265821691842,43861
READ,1716265821694145,41573
READ,1716265821713463,44653
READ,1716265821714455,43681
READ,1716265821736690,43726
READ,1716265821736571,43917
READ,1716265821737517,42989
READ,1716265821759083,43682
READ,1716265821758148,44623
READ,1716265821759074,43717
READ,1716265821780427,44847
READ,1716265821781391,43960
READ,1716265821805180,42313
READ,1716265821804030,43490
READ,1716265821802802,44791
READ,1716265821826853,43211
READ,1716265821825286,44826
READ,1716265821825366,44780
READ,1716265821847506,45015
READ,1716265821849003,43576
READ,1716265821870982,43881
READ,1716265821870156,44748
READ,1716265821870929,44006
READ,1716265821892591,44758
READ,1716265821893517,43951
READ,1716265821893574,43912
READ,1716265821892531,44974
READ,1716265821895504,42286
READ,1716265821937480,24744
READ,1716265821937497,46548
READ,1716265821938537,45511
READ,1716265821938456,45657
READ,1716265821937803,46728
READ,1716265821962059,44280
READ,1716265821962188,44574
READ,1716265821984126,44818
READ,1716265821984543,44579
READ,1716265822007870,43284
READ,1716265822008631,42563
READ,1716265822029680,43966
READ,1716265822030974,42855
READ,1716265822053508,42748
READ,1716265822051167,45189
READ,1716265822073835,44786
READ,1716265822075506,43199
READ,1716265822074324,44423
READ,1716265822096269,44868
READ,1716265822096366,44785
READ,1716265822099442,41784
READ,1716265822098690,42537
READ,1716265822118719,45413
READ,1716265822118759,45415
READ,1716265822142757,43332
READ,1716265822141151,44986
READ,1716265822164682,43965
READ,1716265822165067,43975
READ,1716265822188091,43130
READ,1716265822188126,43113
READ,1716265822209054,44505
READ,1716265822208662,44910
READ,1716265822253572,23195
READ,1716265822253585,45908
READ,1716265822257110,42445
READ,1716265822255755,43895
READ,1716265822254588,45082
READ,1716265822255717,44225
READ,1716265822299951,23452
READ,1716265822323583,23678
READ,1716265822323606,23987
READ,1716265822346581,45527
READ,1716265822346682,45530
READ,1716265822347270,45004
READ,1716265822349235,43075
READ,1716265822392224,23989
READ,1716265822392494,46157
READ,1716265822392704,46036
READ,1716265822392322,46438
READ,1716265822416798,44234
READ,1716265822416695,44365
READ,1716265822416225,44888
READ,1716265822438664,44926
READ,1716265822438773,44871
READ,1716265822438752,44921
READ,1716265822461125,44749
READ,1716265822461071,44831
READ,1716265822461044,44955
READ,1716265822462087,44085
READ,1716265822483684,44588
READ,1716265822483657,44646
READ,1716265822506184,44585
READ,1716265822508005,42859
READ,1716265822530423,42787
READ,1716265822529042,44207
READ,1716265822554028,41500
READ,1716265822551537,44009
READ,1716265822553851,41763
READ,1716265822551410,44228
READ,1716265822574225,43729
READ,1716265822595541,45034
READ,1716265822596573,44051
READ,1716265822596439,44242
READ,1716265822595659,45085
READ,1716265822620278,44696
READ,1716265822619067,46282
READ,1716265822619050,47212
READ,1716265822665363,29284
READ,1716265822666349,50622
READ,1716265822666340,50713
READ,1716265822666431,50686
READ,1716265822695216,44113
READ,1716265822717993,43852
READ,1716265822717065,44785
READ,1716265822740381,43818
READ,1716265822740384,43909
READ,1716265822741719,42665
READ,1716265822764950,41768
READ,1716265822762576,44168
READ,1716265822785112,44020
READ,1716265822784212,44960
READ,1716265822808229,43470
READ,1716265822807301,44464
READ,1716265822806755,45047
READ,1716265822830604,43681
READ,1716265822829144,45155
READ,1716265822829913,44409
READ,1716265822852315,44490
READ,1716265822851711,45147
READ,1716265822857879,38995
READ,1716265822851777,45115
READ,1716265822874296,44943
READ,1716265822874332,44970
READ,1716265822874311,44992
READ,1716265822896904,44827
READ,1716265822896885,44872
READ,1716265822896817,44962
READ,1716265822896869,44972
READ,1716265822919317,44981
READ,1716265822941792,44805
READ,1716265822941744,44911
READ,1716265822941770,45006
READ,1716265822964312,44686
READ,1716265822967390,41635
READ,1716265822986787,44508
READ,1716265822986668,44685
READ,1716265823009011,44670
READ,1716265823011656,42025
READ,1716265823012430,41355
READ,1716265823031307,44830
READ,1716265823032136,44030
READ,1716265823033145,43027
READ,1716265823031367,44819
READ,1716265823053795,44708
READ,1716265823053697,44864
READ,1716265823081611,39149
READ,1716265823076197,44624
READ,1716265823076820,44054
READ,1716265823076183,44694
READ,1716265823076178,44724
READ,1716265823099069,44049
READ,1716265823121662,43793
READ,1716265823120911,44596
READ,1716265823120772,44771
READ,1716265823143130,44689
READ,1716265823144207,43695
READ,1716265823144612,43313
READ,1716265823187915,23468
READ,1716265823188625,45226
READ,1716265823188613,45255
READ,1716265823190578,43303
READ,1716265823211354,44943
READ,1716265823213665,42678
READ,1716265823233864,44877
READ,1716265823234440,44337
READ,1716265823256309,44859
READ,1716265823257769,43402
READ,1716265823278789,44815
READ,1716265823278753,44888
READ,1716265823303681,42494
READ,1716265823323653,44795
READ,1716265823327859,40720
READ,1716265823324445,44165
READ,1716265823349117,41751
READ,1716265823347720,43192
READ,1716265823368589,44891
READ,1716265823373686,39799
READ,1716265823368460,45047
READ,1716265823390927,44984
READ,1716265823390883,45067
READ,1716265823393339,42628
READ,1716265823392918,43071
READ,1716265823391846,44166
READ,1716265823435924,23189
READ,1716265823437100,44505
READ,1716265823435981,45631
READ,1716265823460177,44184
READ,1716265823459661,44938
READ,1716265823481617,45089
READ,1716265823483169,43565
READ,1716265823483063,43679
READ,1716265823482506,44255
READ,1716265823504373,44752
READ,1716265823528464,43056
READ,1716265823530031,41554
READ,1716265823526743,44868
READ,1716265823550808,43076
READ,1716265823549138,44788
READ,1716265823550009,43934
READ,1716265823571622,44665
READ,1716265823573347,42958
READ,1716265823593941,44714
READ,1716265823593956,44739
READ,1716265823594938,43765
READ,1716265823617274,43868
READ,1716265823616295,44876
READ,1716265823619535,41656
READ,1716265823638711,44832
READ,1716265823640834,42713
READ,1716265823639563,44031
READ,1716265823661184,47039
READ,1716265823662120,46304
READ,1716265823662127,46319
READ,1716265823661201,47415
READ,1716265823683559,47643
READ,1716265823683600,47641
READ,1716265823708230,45330
READ,1716265823708460,45146
READ,1716265823708428,45232
READ,1716265823708624,45096
READ,1716265823731209,44728
READ,1716265823731742,44455
READ,1716265823753734,44795
READ,1716265823754500,44077
READ,1716265823755241,43350
READ,1716265823753573,45064
READ,1716265823775952,45060
READ,1716265823777232,43808
READ,1716265823777249,43800
READ,1716265823798590,44815
READ,1716265823798648,44874
READ,1716265823799454,44115
READ,1716265823822165,43527
READ,1716265823821053,44850
READ,1716265823821022,44913
READ,1716265823844426,43756
READ,1716265823843528,44671
READ,1716265823843580,44674
READ,1716265823845014,43252
READ,1716265823867014,43560
READ,1716265823865909,44709
READ,1716265823889442,43678
READ,1716265823888211,44933
READ,1716265823889554,43604
READ,1716265823911344,44139
READ,1716265823910587,44925
READ,1716265823912148,43390
READ,1716265823912060,43490
READ,1716265823933132,44836
READ,1716265823933844,44129
READ,1716265823956679,43680
READ,1716265823955496,44957
READ,1716265823955524,44989
READ,1716265823977981,44903
READ,1716265823978940,44071
READ,1716265824002082,43353
READ,1716265824000369,45086
READ,1716265824001222,44263
READ,1716265824023025,44759
READ,1716265824045448,44744
READ,1716265824047284,42919
READ,1716265824049089,41152
READ,1716265824045496,44754
READ,1716265824068752,43882
READ,1716265824067795,44885
READ,1716265824069074,43647
READ,1716265824112693,23334
READ,1716265824116628,41840
READ,1716265824112732,45814
READ,1716265824113795,44752
READ,1716265824136032,44993
READ,1716265824135702,45352
READ,1716265824158477,45107
READ,1716265824183876,41835
READ,1716265824204614,43663
READ,1716265824205241,43091
READ,1716265824206445,41919
READ,1716265824203595,44880
READ,1716265824205019,43498
READ,1716265824227621,43509
READ,1716265824248375,45015
READ,1716265824271145,44789
READ,1716265824276022,39955
READ,1716265824271937,44073
READ,1716265824295582,42622
READ,1716265824295378,42892
READ,1716265824295417,42861
READ,1716265824295655,42630
READ,1716265824293423,44921
READ,1716265824315989,44659
READ,1716265824316021,44686
READ,1716265824338350,44815
READ,1716265824338288,44892
READ,1716265824338279,44903
READ,1716265824383193,23399
READ,1716265824384163,44851
READ,1716265824383188,45885
READ,1716265824383175,45914
READ,1716265824407807,43676
READ,1716265824430909,43115
READ,1716265824429894,44166
READ,1716265824451499,45150
READ,1716265824476389,42411
READ,1716265824477159,41694
READ,1716265824474071,44895
READ,1716265824475649,43385
READ,1716265824475715,43440
READ,1716265824496661,44787
READ,1716265824518808,44858
READ,1716265824545151,40903
READ,1716265824542509,43564
READ,1716265824543313,42763
READ,1716265824565929,42615
READ,1716265824586066,44923
READ,1716265824588076,43008
READ,1716265824588684,42450
READ,1716265824611613,41848
READ,1716265824609170,44613
READ,1716265824631004,44842
READ,1716265824633421,42431
READ,1716265824631094,44789
READ,1716265824632617,43423
READ,1716265824653474,44817
READ,1716265824677023,43734
READ,1716265824675858,44977
READ,1716265824699478,43754
READ,1716265824698305,44962
READ,1716265824722100,43651
READ,1716265824722541,43280
READ,1716265824746378,41790
READ,1716265824743246,44925
READ,1716265824744390,43786
READ,1716265824767529,42926
READ,1716265824770171,40286
READ,1716265824765833,44835
READ,1716265824765766,44915
READ,1716265824788180,44770
READ,1716265824789669,43303
READ,1716265824788187,44831
READ,1716265824832964,23903
READ,1716265824834106,45242
READ,1716265824833968,45402
READ,1716265824833947,45428
READ,1716265824834335,45943
READ,1716265824856441,45192
READ,1716265824856549,45152
READ,1716265824880327,43725
READ,1716265824879387,44676
READ,1716265824901714,44963
READ,1716265824904857,41851
READ,1716265824903460,43248
READ,1716265824901646,45089
READ,1716265824924073,44964
READ,1716265824924064,45000
READ,1716265824949873,41389
READ,1716265824946746,44576
READ,1716265824946722,44638
READ,1716265824950056,41315
READ,1716265824970040,43562
READ,1716265824970048,43572
READ,1716265824991385,44839
READ,1716265824992316,43909
READ,1716265824992340,43988
READ,1716265824991338,44997
READ,1716265825014228,44293
READ,1716265825037485,43367
READ,1716265825036873,43999
READ,1716265825036236,44752
READ,1716265825060096,43191
READ,1716265825060033,43260
READ,1716265825059355,43985
READ,1716265825058532,44858
READ,1716265825080880,44732
READ,1716265825083298,42316
READ,1716265825103298,44582
READ,1716265825103306,44805
READ,1716265825127463,43145
READ,1716265825125628,45035
READ,1716265825149739,43326
READ,1716265825149926,43153
READ,1716265825172062,43345
READ,1716265825174055,41411
READ,1716265825216705,23263
READ,1716265825238783,23503
READ,1716265825217571,44724
READ,1716265825261572,23238
READ,1716265825239332,45498
READ,1716265825240288,44599
READ,1716265825240599,44291
READ,1716265825262296,44747
READ,1716265825263538,43557
READ,1716265825284902,44696
READ,1716265825285708,43932
READ,1716265825284897,44808
READ,1716265825308073,43702
READ,1716265825307107,44710
READ,1716265825331750,42490
READ,1716265825330089,44196
READ,1716265825331737,42555
READ,1716265825351785,45016
READ,1716265825352877,43982
READ,1716265825352965,43896
READ,1716265825374894,44514
READ,1716265825374249,45185
READ,1716265825398986,42844
READ,1716265825396873,44978
READ,1716265825396873,44999
READ,1716265825397627,44310
READ,1716265825397644,44294
READ,1716265825442808,23102
READ,1716265825442811,45652
READ,1716265825442998,45497
READ,1716265825465243,45527
READ,1716265825465434,45357
READ,1716265825465251,45568
READ,1716265825488475,44758
READ,1716265825488909,44325
READ,1716265825488509,44748
READ,1716265825488924,44354
READ,1716265825510831,44793
READ,1716265825510782,44935
READ,1716265825511608,44132
READ,1716265825533245,44843
READ,1716265825533289,44827
READ,1716265825533269,44863
READ,1716265825555634,44939
READ,1716265825578129,44809
READ,1716265825579096,43950
READ,1716265825578144,44926
READ,1716265825580276,42794
READ,1716265825602525,43151
READ,1716265825601304,44683
READ,1716265825623059,48114
READ,1716265825623085,48153
READ,1716265825623835,47491
READ,1716265825623082,49070
READ,1716265825625076,47144
READ,1716265825645995,44103
READ,1716265825671186,41452
READ,1716265825671338,41319
READ,1716265825672163,40498
READ,1716265825694796,40118
READ,1716265825719474,37919
READ,1716265825713118,44363
READ,1716265825712651,44845
READ,1716265825712671,44827
READ,1716265825719838,37679
READ,1716265825734929,44942
READ,1716265825757504,44708
READ,1716265825781163,43430
READ,1716265825781015,43645
READ,1716265825779884,44777
READ,1716265825781930,42745
READ,1716265825812397,34824
READ,1716265825803552,43671
READ,1716265825827286,42179
READ,1716265825825253,44277
READ,1716265825847235,44661
READ,1716265825848563,43346
READ,1716265825847802,44118
READ,1716265825870392,43972
READ,1716265825869542,44945
READ,1716265825891910,44724
READ,1716265825894919,41740
READ,1716265825915719,43577
READ,1716265825918106,41254
READ,1716265825914498,44873
READ,1716265825959310,23765
READ,1716265825959383,23719
READ,1716265825960157,45536
READ,1716265825961817,43956
READ,1716265825960764,45025
READ,1716265825960169,45661
READ,1716265825983114,45061
READ,1716265825984568,43627
READ,1716265825983083,45120
READ,1716265826005843,44614
READ,1716265826005804,44664
READ,1716265826030653,42250
READ,1716265826028218,44693
READ,1716265826028189,44737
READ,1716265826050481,44658
READ,1716265826052453,42716
READ,1716265826051783,43496
READ,1716265826072917,44733
READ,1716265826072938,44715
READ,1716265826076015,41710
READ,1716265826095155,44870
READ,1716265826096571,43473
READ,1716265826096443,43664
READ,1716265826117663,44791
READ,1716265826117741,44716
READ,1716265826117666,44802
READ,1716265826140117,44770
READ,1716265826141692,43217
READ,1716265826162466,44952
READ,1716265826186825,43064
READ,1716265826187466,42621
READ,1716265826185886,44277
READ,1716265826207432,44864
READ,1716265826208451,43897
READ,1716265826208486,43878
READ,1716265826229902,44792
READ,1716265826231922,42835
READ,1716265826230094,44675
READ,1716265826232671,42112
READ,1716265826253201,43820
READ,1716265826252361,44684
READ,1716265826275587,43883
READ,1716265826274770,44856
READ,1716265826298052,44004
READ,1716265826297033,45047
READ,1716265826298110,44047
READ,1716265826321831,42590
READ,1716265826319483,44991
READ,1716265826321022,43489
READ,1716265826320292,44232
READ,1716265826365167,23070
READ,1716265826365567,44914
READ,1716265826365801,44681
READ,1716265826387972,44947
READ,1716265826389027,43939
READ,1716265826388248,44767
READ,1716265826388055,44961
READ,1716265826411044,44218
READ,1716265826410490,44824
READ,1716265826432975,44745
READ,1716265826433024,44776
READ,1716265826433021,44798
READ,1716265826432929,44898
READ,1716265826433590,44249
READ,1716265826456257,44082
READ,1716265826455326,45123
READ,1716265826477850,44925
READ,1716265826477733,45103
READ,1716265826477831,45009
READ,1716265826478509,44378
READ,1716265826500992,44386
READ,1716265826500351,45089
READ,1716265826501046,44436
READ,1716265826523694,44736
READ,1716265826522901,45872
READ,1716265826545453,45415
READ,1716265826546446,44461
READ,1716265826545493,45461
READ,1716265826546494,44462
READ,1716265826590966,23620
READ,1716265826592821,44215
READ,1716265826591928,45159
READ,1716265826614665,44799
READ,1716265826615873,43595
READ,1716265826614598,44945
READ,1716265826615677,43920
READ,1716265826637099,44692
READ,1716265826637049,44781
READ,1716265826659483,44824
READ,1716265826660948,43422
READ,1716265826683352,43463
READ,1716265826681805,45019
READ,1716265826683131,43706
READ,1716265826684487,42382
READ,1716265826706105,43400
READ,1716265826704319,45222
READ,1716265826726837,45105
READ,1716265826726848,45111
READ,1716265826726829,45149
READ,1716265826750513,43819
READ,1716265826774618,42263
READ,1716265826771974,44927
READ,1716265826771955,44967
READ,1716265826771992,44966
READ,1716265826773041,43961
READ,1716265826816914,23558
READ,1716265826817014,45952
READ,1716265826842347,42872
READ,1716265826840529,44721
READ,1716265826840564,44905
READ,1716265826863506,44154
READ,1716265826865103,42763
READ,1716265826886940,43084
READ,1716265826885232,44827
READ,1716265826886941,43157
READ,1716265826885483,44650
READ,1716265826908462,44013
READ,1716265826909299,43339
READ,1716265826931224,43572
READ,1716265826954111,43104
READ,1716265826975761,43861
READ,1716265827000568,41642
READ,1716265826997228,44999
READ,1716265826998011,44219
READ,1716265827023931,40606
READ,1716265827023808,40735
READ,1716265827042245,44635
READ,1716265827042731,44151
READ,1716265827042221,44737
READ,1716265827070210,39099
READ,1716265827065292,44027
READ,1716265827068873,40541
READ,1716265827087655,44212
READ,1716265827110874,43372
READ,1716265827109425,44922
READ,1716265827110359,44001
READ,1716265827110284,44088
READ,1716265827109331,45060
READ,1716265827154374,23687
READ,1716265827154384,46090
READ,1716265827155819,44692
READ,1716265827178021,44915
READ,1716265827179008,44570
READ,1716265827178544,45116
READ,1716265827200486,44877
READ,1716265827200826,44593
READ,1716265827200522,44954
READ,1716265827223613,44201
READ,1716265827224598,43268
READ,1716265827248292,41714
READ,1716265827245490,44576
READ,1716265827267878,44573
READ,1716265827268961,43549
READ,1716265827270823,41747
READ,1716265827268976,43620
READ,1716265827270841,41777
READ,1716265827267828,44791
READ,1716265827290079,44661
READ,1716265827290020,44810
READ,1716265827312463,44685
READ,1716265827312640,44558
READ,1716265827312584,44627
READ,1716265827312525,44696
READ,1716265827312641,44652
READ,1716265827335736,43653
READ,1716265827357158,44697
READ,1716265827357223,44643
READ,1716265827358113,43802
READ,1716265827357313,44613
READ,1716265827401866,23602
READ,1716265827425439,23622
READ,1716265827427116,44576
READ,1716265827425480,46277
READ,1716265827449173,45036
READ,1716265827449862,44362
READ,1716265827449688,44596
READ,1716265827472439,44188
READ,1716265827472231,44446
READ,1716265827471769,44968
READ,1716265827471706,45072
READ,1716265827472490,44371
READ,1716265827494300,44877
READ,1716265827494241,44957
READ,1716265827494222,45008
READ,1716265827516640,44879
READ,1716265827516750,44789
READ,1716265827516790,44757
READ,1716265827540025,44153
READ,1716265827539211,44980
READ,1716265827539844,44349
READ,1716265827539243,45064
READ,1716265827584204,23353
READ,1716265827584603,45556
READ,1716265827585607,44556
READ,1716265827585014,45163
READ,1716265827584323,45866
READ,1716265827607564,44841
READ,1716265827630190,44716
READ,1716265827630199,44726
READ,1716265827630176,44775
READ,1716265827630174,44801
READ,1716265827653890,43408
READ,1716265827653909,43400
READ,1716265827674985,44745
READ,1716265827698483,44006
READ,1716265827698680,43881
READ,1716265827698461,44106
READ,1716265827700498,42077
READ,1716265827697309,45445
READ,1716265827719739,44931
READ,1716265827720449,44490
READ,1716265827742503,44646
READ,1716265827742760,44511
READ,1716265827764949,44964
READ,1716265827789156,43058
READ,1716265827789720,42563
READ,1716265827787284,45000
READ,1716265827790677,41687
READ,1716265827810254,44330
READ,1716265827832228,44816
READ,1716265827832377,44668
READ,1716265827833174,43992
READ,1716265827858797,40598
READ,1716265827855880,43618
READ,1716265827855851,43664
READ,1716265827877058,44832
READ,1716265827877178,44746
READ,1716265827880359,41631
READ,1716265827877568,44480
READ,1716265827899526,44968
READ,1716265827900192,44362
READ,1716265827921901,45128
READ,1716265827922057,45007
READ,1716265827922518,44577
READ,1716265827922005,45096
READ,1716265827922689,44448
READ,1716265827944506,44868
READ,1716265827967686,44015
READ,1716265827967042,44665
READ,1716265827967107,44635
READ,1716265827989388,44748
READ,1716265827990274,43909
READ,1716265828014338,42261
READ,1716265828011713,44922
READ,1716265828013689,42971
READ,1716265828034148,44781
READ,1716265828035098,43835
READ,1716265828034794,44187
READ,1716265828034196,44814
READ,1716265828056671,44594
READ,1716265828060186,41089
READ,1716265828078944,44698
READ,1716265828078993,44711
READ,1716265828078941,44768
READ,1716265828079023,44716
READ,1716265828079665,44092
READ,1716265828101282,44880
READ,1716265828123654,44790
READ,1716265828124501,44093
READ,1716265828146174,44683
READ,1716265828147168,43786
READ,1716265828170197,43059
READ,1716265828170237,43039
READ,1716265828172979,40318
READ,1716265828168456,44866
READ,1716265828168605,44723
READ,1716265828190869,44915
READ,1716265828216490,41723
READ,1716265828236996,43398
READ,1716265828237382,43059
READ,1716265828237490,42982
READ,1716265828258225,44607
READ,1716265828283234,42015
READ,1716265828283169,42125
READ,1716265828305796,41705
READ,1716265828306648,40890
READ,1716265828303772,43871
READ,1716265828325305,44710
READ,1716265828325943,44281
READ,1716265828325262,45054
READ,1716265828350308,42249
READ,1716265828349931,42648
READ,1716265828347549,45032
READ,1716265828347654,45022
READ,1716265828370329,44558
READ,1716265828370804,44128
READ,1716265828392687,44800
READ,1716265828393447,44085
READ,1716265828392589,44949
READ,1716265828392567,45013
READ,1716265828414970,44945
READ,1716265828437542,44667
READ,1716265828437549,44675
READ,1716265828438277,44027
READ,1716265828438663,43654
READ,1716265828439412,42961
READ,1716265828460874,43721
READ,1716265828459928,44734
READ,1716265828482385,44744
READ,1716265828482330,44900
READ,1716265828482236,45006
READ,1716265828482315,45280
READ,1716265828507309,42548
READ,1716265828527748,44413
READ,1716265828528066,44164
READ,1716265828527141,45106
READ,1716265828527252,45081
READ,1716265828527603,44737
READ,1716265828550587,44186
READ,1716265828551244,43645
READ,1716265828572346,44911
READ,1716265828572881,45452
READ,1716265828572241,46147
READ,1716265828594902,45829
READ,1716265828595232,45530
READ,1716265828595493,45277
READ,1716265828618250,44300
READ,1716265828618345,44849
READ,1716265828617271,46012
READ,1716265828618398,44917
READ,1716265828640744,45093
READ,1716265828641891,43998
READ,1716265828665061,41752
READ,1716265828662562,44274
READ,1716265828663294,43546
READ,1716265828663324,43534
READ,1716265828685900,43371
READ,1716265828689239,40050
READ,1716265828686425,42881
READ,1716265828706847,45081
READ,1716265828706843,45126
READ,1716265828729660,44571
READ,1716265828751942,44702
READ,1716265828751980,44918
READ,1716265828752349,44564
READ,1716265828752891,44028
READ,1716265828754508,42424
READ,1716265828796653,23187
READ,1716265828796934,45274
READ,1716265828796911,45366
READ,1716265828821829,42852
READ,1716265828819855,44879
READ,1716265828842220,44820
READ,1716265828843697,43375
READ,1716265828842290,44832
READ,1716265828843669,43453
READ,1716265828887136,23473
READ,1716265828891247,41962
READ,1716265828913303,42413
READ,1716265828911228,44535
READ,1716265828910623,45181
READ,1716265828911224,44617
READ,1716265828933941,44139
READ,1716265828933493,44633
READ,1716265828957195,43326
READ,1716265828956778,43814
READ,1716265828979363,43704
READ,1716265828979274,43830
READ,1716265829002719,42743
READ,1716265829000604,44874
READ,1716265829001463,44015
READ,1716265829023688,44183
READ,1716265829024561,43353
READ,1716265829025380,42555
READ,1716265829045492,44747
READ,1716265829045490,44772
READ,1716265829046406,43856
READ,1716265829069086,43517
READ,1716265829069441,43209
READ,1716265829091535,43588
READ,1716265829112616,44838
READ,1716265829113573,43888
READ,1716265829157467,23370
READ,1716265829160883,42470
READ,1716265829159005,44438
READ,1716265829158226,45276
READ,1716265829159816,43740
READ,1716265829183717,42116
READ,1716265829180784,45090
READ,1716265829180848,45081
READ,1716265829182463,43488
READ,1716265829203364,45070
READ,1716265829203508,44926
