Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 9999]
***************** properties *****************
"threadcount"="4"
"insertproportion"="0"
"readproportion"="0.5"
"dotransactions"="false"
"docollectingdata"="false"
"readallfields"="true"
"etcd.endpoints"="192.168.37.11:2379"
"operationcount"="1000000"
"updateproportion"="0.5"
"workload"="core"
"measurementtype"="raw"
"command"="load"
"requestdistribution"="uniform"
"scanproportion"="0"
"etcd.dial_timeout"="1s"
"recordcount"="10000"
**********************************************
**********************************************
Run finished, takes 5m36.618769603s
operation,timestamp_us,latency_us
TOTAL,1717481656137593,155183
TOTAL,1717481656137569,155317
TOTAL,1717481656137712,155212
TOTAL,1717481656292990,75706
TOTAL,1717481656292860,75859
TOTAL,1717481656292990,75741
TOTAL,1717481656292861,75942
TOTAL,1717481656368850,79198
TOTAL,1717481656368865,79186
TOTAL,1717481656368924,103150
TOTAL,1717481656368769,103336
TOTAL,1717481656448123,79141
TOTAL,1717481656448155,79120
TOTAL,1717481656472142,149214
TOTAL,1717481656527332,94060
TOTAL,1717481656527341,94081
TOTAL,1717481656472244,149213
TOTAL,1717481656621457,56165
TOTAL,1717481656621521,77446
TOTAL,1717481656621424,77592
TOTAL,1717481656677700,99537
TOTAL,1717481656699043,78194
TOTAL,1717481656621488,155751
TOTAL,1717481656699077,78165
TOTAL,1717481656777254,76076
TOTAL,1717481656777259,76291
TOTAL,1717481656777254,76354
TOTAL,1717481656777254,76358
TOTAL,1717481656853683,108710
TOTAL,1717481656853436,109115
TOTAL,1717481656853636,125355
TOTAL,1717481656853675,125324
TOTAL,1717481656962618,74599
TOTAL,1717481656962456,84094
TOTAL,1717481657037290,100838
TOTAL,1717481657046620,91517
TOTAL,1717481656979075,159105
TOTAL,1717481656979058,159224
TOTAL,1717481657138190,79505
TOTAL,1717481657138365,79371
TOTAL,1717481657217760,83006
TOTAL,1717481657138204,162584
TOTAL,1717481657138246,162669
TOTAL,1717481657217816,83170
TOTAL,1717481657300854,69054
TOTAL,1717481657300896,69354
TOTAL,1717481657300981,69847
TOTAL,1717481657301060,69837
TOTAL,1717481657370331,94428
TOTAL,1717481657369974,94884
TOTAL,1717481657370892,93974
TOTAL,1717481657370977,119410
TOTAL,1717481657464850,94877
TOTAL,1717481657464931,162739
TOTAL,1717481657464932,162907
TOTAL,1717481657490451,137431
TOTAL,1717481657559838,68052
TOTAL,1717481657627778,95336
TOTAL,1717481657627949,95840
TOTAL,1717481657627983,95850
TOTAL,1717481657627995,95945
TOTAL,1717481657723206,82590
TOTAL,1717481657724019,81847
TOTAL,1717481657723900,137741
TOTAL,1717481657723856,137806
TOTAL,1717481657861732,132918
TOTAL,1717481657805932,188756
TOTAL,1717481657861714,132979
TOTAL,1717481657805865,188855
TOTAL,1717481657994740,29339
TOTAL,1717481657994803,93965
TOTAL,1717481657994790,168603
TOTAL,1717481657994790,168633
TOTAL,1717481658088851,74694
TOTAL,1717481658024157,139439
TOTAL,1717481658163563,93186
TOTAL,1717481658163643,93647
TOTAL,1717481658163709,93665
TOTAL,1717481658163563,93899
TOTAL,1717481658256838,133510
TOTAL,1717481658257339,133184
TOTAL,1717481658257432,194728
TOTAL,1717481658257553,194632
TOTAL,1717481658390446,158180
TOTAL,1717481658390589,158041
TOTAL,1717481658452226,137963
TOTAL,1717481658452255,138018
TOTAL,1717481658548694,77550
TOTAL,1717481658626308,104141
TOTAL,1717481658548695,181786
TOTAL,1717481658590380,140164
TOTAL,1717481658590257,140311
TOTAL,1717481658730553,78564
TOTAL,1717481658730642,78486
TOTAL,1717481658809177,78603
TOTAL,1717481658730636,157162
TOTAL,1717481658809191,78696
TOTAL,1717481658730513,157433
TOTAL,1717481658887861,65349
TOTAL,1717481658887973,65455
TOTAL,1717481658888029,65437
TOTAL,1717481658887848,65645
TOTAL,1717481658953284,104317
TOTAL,1717481658953560,104074
TOTAL,1717481658953530,104312
TOTAL,1717481658953476,104375
TOTAL,1717481659057700,74993
TOTAL,1717481659132759,78590
TOTAL,1717481659057922,153492
TOTAL,1717481659057886,153588
TOTAL,1717481659057706,153776
TOTAL,1717481659211575,95971
TOTAL,1717481659211476,96834
TOTAL,1717481659211419,96911
TOTAL,1717481659211575,96867
TOTAL,1717481659307617,139592
TOTAL,1717481659308398,138877
TOTAL,1717481659308404,204865
TOTAL,1717481659308545,204870
TOTAL,1717481659513378,106822
TOTAL,1717481659447350,172862
TOTAL,1717481659447275,173038
TOTAL,1717481659513510,175753
TOTAL,1717481659620274,89685
TOTAL,1717481659689347,92460
TOTAL,1717481659620280,161559
TOTAL,1717481659620380,161573
TOTAL,1717481659710059,71981
TOTAL,1717481659782115,149539
TOTAL,1717481659781915,149779
TOTAL,1717481659781881,149817
TOTAL,1717481659782056,149691
TOTAL,1717481659931725,54075
TOTAL,1717481659931798,175133
TOTAL,1717481659985869,121113
TOTAL,1717481659931798,175274
TOTAL,1717481659931817,175251
TOTAL,1717481660107060,191318
TOTAL,1717481660107003,191383
TOTAL,1717481660107170,191396
TOTAL,1717481660107180,191407
TOTAL,1717481660298448,25906
TOTAL,1717481660298688,197968
TOTAL,1717481660324423,172335
TOTAL,1717481660298660,198151
TOTAL,1717481660298448,198465
TOTAL,1717481660496721,73491
TOTAL,1717481660496860,200398
TOTAL,1717481660496978,200370
TOTAL,1717481660570276,127116
TOTAL,1717481660496916,200483
TOTAL,1717481660697343,188147
TOTAL,1717481660697492,188031
TOTAL,1717481660697454,188121
TOTAL,1717481660697492,188161
TOTAL,1717481660885602,91574
TOTAL,1717481660885567,91631
TOTAL,1717481660885761,91465
TOTAL,1717481660885641,91644
TOTAL,1717481660977365,149328
TOTAL,1717481661126757,281506
TOTAL,1717481660977306,431013
TOTAL,1717481660977262,431120
TOTAL,1717481660977270,431162
TOTAL,1717481661408512,82260
TOTAL,1717481661408447,341251
TOTAL,1717481661408392,341331
TOTAL,1717481661408333,341659
TOTAL,1717481661490865,353972
TOTAL,1717481661844935,170242
TOTAL,1717481661750097,265122
TOTAL,1717481661749786,265490
TOTAL,1717481661749766,265544
TOTAL,1717481662015353,190235
TOTAL,1717481662015408,190197
TOTAL,1717481662015253,190412
TOTAL,1717481662015399,190324
TOTAL,1717481662205654,43280
TOTAL,1717481662205789,94421
TOTAL,1717481662205674,207134
TOTAL,1717481662205729,207129
TOTAL,1717481662248997,163865
TOTAL,1717481662300274,112676
TOTAL,1717481662412893,65430
TOTAL,1717481662412927,65782
TOTAL,1717481662413017,65754
TOTAL,1717481662412924,65876
TOTAL,1717481662478800,98489
TOTAL,1717481662478880,98562
TOTAL,1717481662478415,99037
TOTAL,1717481662478839,165110
TOTAL,1717481662577358,66613
TOTAL,1717481662644063,99231
TOTAL,1717481662644013,99330
TOTAL,1717481662577503,165950
TOTAL,1717481662577522,165956
TOTAL,1717481662743391,65839
TOTAL,1717481662743522,66238
TOTAL,1717481662743409,66366
TOTAL,1717481662809295,114915
TOTAL,1717481662743561,180659
TOTAL,1717481662809857,114942
TOTAL,1717481662809857,115196
TOTAL,1717481662924281,80623
TOTAL,1717481662924895,163874
TOTAL,1717481663004984,83894
TOTAL,1717481662924295,164644
TOTAL,1717481663088881,71152
TOTAL,1717481663160115,109196
TOTAL,1717481663088947,180450
TOTAL,1717481663089007,180447
TOTAL,1717481663269380,49517
TOTAL,1717481663269520,98725
TOTAL,1717481663318960,49915
TOTAL,1717481663368339,80552
TOTAL,1717481663448976,34877
TOTAL,1717481663483919,55492
TOTAL,1717481663539486,77077
TOTAL,1717481663616630,64137
TOTAL,1717481663680844,8795
TOTAL,1717481663689704,103657
INSERT,1717481327174894,31075
INSERT,1717481327174886,54071
INSERT,1717481327174876,54116
INSERT,1717481327175250,53773
INSERT,1717481327206036,77638
INSERT,1717481327228999,76645
INSERT,1717481327229030,102194
INSERT,1717481327228968,102288
INSERT,1717481327283753,78218
INSERT,1717481327331286,149731
INSERT,1717481327362014,119053
INSERT,1717481327331236,149928
INSERT,1717481327305706,175475
INSERT,1717481327481091,96880
INSERT,1717481327481123,97378
INSERT,1717481327481289,97222
INSERT,1717481327578048,73030
INSERT,1717481327481307,169860
INSERT,1717481327578625,72597
INSERT,1717481327578580,72665
INSERT,1717481327651314,192566
INSERT,1717481327651314,192639
INSERT,1717481327651144,192917
INSERT,1717481327651234,192883
INSERT,1717481327844023,192462
INSERT,1717481327844127,192383
INSERT,1717481327843945,192668
INSERT,1717481327844183,192452
INSERT,1717481328036580,80578
INSERT,1717481328036559,80649
INSERT,1717481328036721,80506
INSERT,1717481328117275,90687
INSERT,1717481328117319,90755
INSERT,1717481328117223,90855
INSERT,1717481328036701,171395
INSERT,1717481328208035,40511
INSERT,1717481328208247,94301
INSERT,1717481328208178,94380
INSERT,1717481328208188,203856
INSERT,1717481328248616,163465
INSERT,1717481328302625,132367
INSERT,1717481328302614,132398
INSERT,1717481328412178,74789
INSERT,1717481328412146,96256
INSERT,1717481328487032,103458
INSERT,1717481328435080,155449
INSERT,1717481328435083,155528
INSERT,1717481328508475,108190
INSERT,1717481328590554,98980
INSERT,1717481328616731,161799
INSERT,1717481328590680,187884
INSERT,1717481328590593,188066
INSERT,1717481328689554,110625
INSERT,1717481328778773,209222
INSERT,1717481328800246,187905
INSERT,1717481328778637,209562
INSERT,1717481328778653,209608
INSERT,1717481328988066,83233
INSERT,1717481328988328,192234
INSERT,1717481328988266,192342
INSERT,1717481329071374,109315
INSERT,1717481328988219,192640
INSERT,1717481329180637,86290
INSERT,1717481329267003,183064
INSERT,1717481329180925,269196
INSERT,1717481329180692,269483
INSERT,1717481329180788,269335
INSERT,1717481329450139,81143
INSERT,1717481329531322,166126
INSERT,1717481329450340,247130
INSERT,1717481329450240,247247
INSERT,1717481329450199,247361
INSERT,1717481329697500,226548
INSERT,1717481329697585,226507
INSERT,1717481329697520,226633
INSERT,1717481329697478,226692
INSERT,1717481329924118,94429
INSERT,1717481329924159,94758
INSERT,1717481329924270,94650
INSERT,1717481329924242,94737
INSERT,1717481330018979,184161
INSERT,1717481330018648,184641
INSERT,1717481330019001,184315
INSERT,1717481330019046,184280
INSERT,1717481330203388,241941
INSERT,1717481330203388,241985
INSERT,1717481330203206,242176
INSERT,1717481330203381,242068
INSERT,1717481330445398,222579
INSERT,1717481330445448,222656
INSERT,1717481330445519,222600
INSERT,1717481330445449,222696
INSERT,1717481330668251,90086
INSERT,1717481330668204,287935
INSERT,1717481330668189,287979
INSERT,1717481330668051,288122
INSERT,1717481330758411,197833
INSERT,1717481330956310,73345
INSERT,1717481330956244,306085
INSERT,1717481331029743,232618
INSERT,1717481330956216,306265
INSERT,1717481330956247,306275
INSERT,1717481331262432,323895
INSERT,1717481331262547,323821
INSERT,1717481331262396,324066
INSERT,1717481331262597,323894
INSERT,1717481331586530,247802
INSERT,1717481331586404,248037
INSERT,1717481331586482,248050
INSERT,1717481331586625,247952
INSERT,1717481331834401,99533
INSERT,1717481331834520,213603
INSERT,1717481331834644,213521
INSERT,1717481331834630,213621
INSERT,1717481331934001,179128
INSERT,1717481332048320,86213
INSERT,1717481332048231,251554
INSERT,1717481332113225,186573
INSERT,1717481332048191,251746
INSERT,1717481332134591,165403
INSERT,1717481332299886,229989
INSERT,1717481332299850,230034
INSERT,1717481332300058,229850
INSERT,1717481332300006,229962
INSERT,1717481332530004,206463
INSERT,1717481332529993,206500
INSERT,1717481332530055,206454
INSERT,1717481332530016,206545
INSERT,1717481332736538,208185
INSERT,1717481332736629,208230
INSERT,1717481332736569,208431
INSERT,1717481332736596,208687
INSERT,1717481332945108,201686
INSERT,1717481332944933,201862
INSERT,1717481332945349,201664
INSERT,1717481332944872,202163
INSERT,1717481333146864,59771
INSERT,1717481333146865,186044
INSERT,1717481333147084,185985
INSERT,1717481333147103,186016
INSERT,1717481333206704,201536
INSERT,1717481333333187,200871
INSERT,1717481333332976,201176
INSERT,1717481333408342,126047
INSERT,1717481333333141,201293
INSERT,1717481333534194,96274
INSERT,1717481333534235,96242
INSERT,1717481333630540,144176
INSERT,1717481333534497,240226
INSERT,1717481333534462,240424
INSERT,1717481333630541,240559
INSERT,1717481333774803,263448
INSERT,1717481333774952,263315
INSERT,1717481333871174,167144
INSERT,1717481333774789,263563
INSERT,1717481334038418,256733
INSERT,1717481334038321,256849
INSERT,1717481334038446,256731
INSERT,1717481334038373,256867
INSERT,1717481334295317,61687
INSERT,1717481334295240,218652
INSERT,1717481334295259,218719
INSERT,1717481334295259,218776
INSERT,1717481334357074,250621
INSERT,1717481334514082,169404
INSERT,1717481334514113,169466
INSERT,1717481334513956,169699
INSERT,1717481334607764,75929
INSERT,1717481334683576,71395
INSERT,1717481334683781,175347
INSERT,1717481334755034,104158
INSERT,1717481334683682,175629
INSERT,1717481334683745,175611
INSERT,1717481334859191,168493
INSERT,1717481334859449,168260
INSERT,1717481334859381,168330
INSERT,1717481334859257,168507
INSERT,1717481335027819,71099
INSERT,1717481335027759,71163
INSERT,1717481335027819,164030
INSERT,1717481335027829,164025
INSERT,1717481335098988,93177
INSERT,1717481335099008,115501
INSERT,1717481335191926,64561
INSERT,1717481335191961,72689
INSERT,1717481335192228,72449
INSERT,1717481335264739,93361
INSERT,1717481335214586,143595
INSERT,1717481335256552,101661
INSERT,1717481335264724,93508
INSERT,1717481335358165,68538
INSERT,1717481335358249,91279
INSERT,1717481335358298,91258
INSERT,1717481335358313,91292
INSERT,1717481335426767,125734
INSERT,1717481335449594,131727
INSERT,1717481335552602,55649
INSERT,1717481335449630,158777
INSERT,1717481335449669,158750
INSERT,1717481335608473,129726
INSERT,1717481335581428,156828
INSERT,1717481335608329,129996
INSERT,1717481335608490,129961
INSERT,1717481335738390,62202
INSERT,1717481335738519,198129
INSERT,1717481335738269,198399
INSERT,1717481335738323,198409
INSERT,1717481335800663,197234
INSERT,1717481335936740,206152
INSERT,1717481335997981,144949
INSERT,1717481335936749,206270
INSERT,1717481335936798,206287
INSERT,1717481336143099,94543
INSERT,1717481336237709,86704
INSERT,1717481336142963,181576
INSERT,1717481336143003,181543
INSERT,1717481336143205,181355
INSERT,1717481336324478,65296
INSERT,1717481336324625,174414
INSERT,1717481336389848,109200
INSERT,1717481336324643,174520
INSERT,1717481336324643,174668
INSERT,1717481336499139,80962
INSERT,1717481336499377,191599
INSERT,1717481336580215,110810
INSERT,1717481336499107,191922
INSERT,1717481336499278,191880
INSERT,1717481336691233,165914
INSERT,1717481336691116,166057
INSERT,1717481336691043,166154
INSERT,1717481336691126,166272
INSERT,1717481336857221,39052
INSERT,1717481336896343,145989
INSERT,1717481336857322,185104
INSERT,1717481336857251,185208
INSERT,1717481336857466,185075
INSERT,1717481337042425,46576
INSERT,1717481337042609,93171
INSERT,1717481337042493,93316
INSERT,1717481337135840,87199
INSERT,1717481337042523,180618
INSERT,1717481337089066,134084
INSERT,1717481337135873,87295
INSERT,1717481337223112,59573
INSERT,1717481337223235,86951
INSERT,1717481337223239,86964
INSERT,1717481337223216,87025
INSERT,1717481337282781,124659
INSERT,1717481337310248,97777
INSERT,1717481337310315,97794
INSERT,1717481337310281,158673
INSERT,1717481337407514,83700
INSERT,1717481337408093,178911
INSERT,1717481337469025,117999
INSERT,1717481337491291,95771
INSERT,1717481337408223,178845
INSERT,1717481337587139,39802
INSERT,1717481337587144,92317
INSERT,1717481337587137,92358
INSERT,1717481337587089,92495
INSERT,1717481337679528,71305
INSERT,1717481337627115,123723
INSERT,1717481337679676,140295
INSERT,1717481337679556,140445
INSERT,1717481337820034,109782
INSERT,1717481337820073,109756
INSERT,1717481337750898,179023
INSERT,1717481337750903,179074
INSERT,1717481337929994,69636
INSERT,1717481337930093,69820
INSERT,1717481337929924,70017
INSERT,1717481337929884,70119
INSERT,1717481338000011,108299
INSERT,1717481337999724,108707
INSERT,1717481338000068,108385
INSERT,1717481337999973,108488
INSERT,1717481338108373,63335
INSERT,1717481338108525,63859
INSERT,1717481338108523,63883
INSERT,1717481338108501,63927
INSERT,1717481338171812,149365
INSERT,1717481338172492,148759
INSERT,1717481338172447,183740
INSERT,1717481338172476,183762
INSERT,1717481338321324,204280
INSERT,1717481338321246,204363
INSERT,1717481338356253,169766
INSERT,1717481338356304,169761
INSERT,1717481338525674,91182
INSERT,1717481338525700,91168
INSERT,1717481338526135,90738
INSERT,1717481338526080,195299
INSERT,1717481338616968,104468
INSERT,1717481338616969,104873
INSERT,1717481338616945,104957
INSERT,1717481338721534,84089
INSERT,1717481338805695,81445
INSERT,1717481338721926,165253
INSERT,1717481338721444,165779
INSERT,1717481338721966,165276
INSERT,1717481338887329,176932
INSERT,1717481338887241,177047
INSERT,1717481338887307,177088
INSERT,1717481338887219,177278
INSERT,1717481339064462,24737
INSERT,1717481339064350,167760
INSERT,1717481339089297,142860
INSERT,1717481339064329,167844
INSERT,1717481339064561,167748
INSERT,1717481339232228,90288
INSERT,1717481339232373,90584
INSERT,1717481339232237,90723
INSERT,1717481339232177,90794
INSERT,1717481339323032,157168
INSERT,1717481339323028,157255
INSERT,1717481339322625,157739
INSERT,1717481339323031,217262
INSERT,1717481339480277,168805
INSERT,1717481339540358,108781
INSERT,1717481339480486,168830
INSERT,1717481339480353,168981
INSERT,1717481339649383,176426
INSERT,1717481339649145,176692
INSERT,1717481339649447,176400
INSERT,1717481339649209,176662
INSERT,1717481339825941,78232
INSERT,1717481339825877,78298
INSERT,1717481339904240,170690
INSERT,1717481339825912,249049
INSERT,1717481339825906,249118
INSERT,1717481339904261,256268
INSERT,1717481340075026,85894
INSERT,1717481340075088,85877
INSERT,1717481340075026,85966
INSERT,1717481340160632,107224
INSERT,1717481340161062,140565
INSERT,1717481340160989,140670
INSERT,1717481340161062,140814
INSERT,1717481340267922,80220
INSERT,1717481340301726,134529
INSERT,1717481340348208,88076
INSERT,1717481340301946,134410
INSERT,1717481340301689,134726
INSERT,1717481340436349,91459
INSERT,1717481340436430,91417
INSERT,1717481340436350,91521
INSERT,1717481340436480,172464
INSERT,1717481340527936,106519
INSERT,1717481340527939,106525
INSERT,1717481340527908,129277
INSERT,1717481340609026,97795
INSERT,1717481340657247,116782
INSERT,1717481340634525,139564
INSERT,1717481340634530,139574
INSERT,1717481340774192,68899
INSERT,1717481340706925,136204
INSERT,1717481340774177,177945
INSERT,1717481340774103,178085
INSERT,1717481340843190,109006
INSERT,1717481340843157,126634
INSERT,1717481340952262,59745
INSERT,1717481340952249,78274
INSERT,1717481340952204,78326
INSERT,1717481341030595,94592
INSERT,1717481341030585,94608
INSERT,1717481340969847,155351
INSERT,1717481341012077,113140
INSERT,1717481341125235,95444
INSERT,1717481341220752,86470
INSERT,1717481341125208,182027
INSERT,1717481341125198,182135
INSERT,1717481341125206,182245
INSERT,1717481341307302,68625
INSERT,1717481341307518,68441
INSERT,1717481341307290,158940
INSERT,1717481341376041,90220
INSERT,1717481341375998,90332
INSERT,1717481341307405,158973
INSERT,1717481341466297,52896
INSERT,1717481341466324,52875
INSERT,1717481341466445,71741
INSERT,1717481341466398,71800
INSERT,1717481341519273,106756
INSERT,1717481341519264,134141
INSERT,1717481341538249,136117
INSERT,1717481341538264,136117
INSERT,1717481341674432,109314
INSERT,1717481341626097,157719
INSERT,1717481341674444,109488
INSERT,1717481341653470,130542
INSERT,1717481341783998,175622
INSERT,1717481341783882,175777
INSERT,1717481341784076,175650
INSERT,1717481341783814,175947
INSERT,1717481341959686,77143
INSERT,1717481341959796,149963
INSERT,1717481341959827,149958
INSERT,1717481341959730,150058
INSERT,1717481342036894,73015
INSERT,1717481342109855,67762
INSERT,1717481342109975,68069
INSERT,1717481342109858,68255
INSERT,1717481342109824,68318
INSERT,1717481342178225,85483
INSERT,1717481342178213,85531
INSERT,1717481342177680,86090
INSERT,1717481342178117,85672
INSERT,1717481342263773,37617
INSERT,1717481342301467,132316
INSERT,1717481342263816,170018
INSERT,1717481342263780,170082
INSERT,1717481342263729,170190
INSERT,1717481342433856,61476
INSERT,1717481342433929,176619
INSERT,1717481342433995,176581
INSERT,1717481342495400,115183
INSERT,1717481342433902,176744
INSERT,1717481342610645,83957
INSERT,1717481342610711,83930
INSERT,1717481342610667,84217
INSERT,1717481342610621,84266
INSERT,1717481342694961,97727
INSERT,1717481342694706,116736
INSERT,1717481342694965,116509
INSERT,1717481342694752,116734
INSERT,1717481342792809,84088
INSERT,1717481342811505,147720
INSERT,1717481342811543,147700
INSERT,1717481342811554,147789
INSERT,1717481342876961,99738
INSERT,1717481342959406,52164
INSERT,1717481342959294,84116
INSERT,1717481342959307,84143
INSERT,1717481343011640,131363
INSERT,1717481342976767,166290
INSERT,1717481343043522,100093
INSERT,1717481343043517,100491
INSERT,1717481343144073,149503
INSERT,1717481343143151,150492
INSERT,1717481343143095,150557
INSERT,1717481343143677,150049
INSERT,1717481343293718,85620
INSERT,1717481343293677,85710
INSERT,1717481343293710,85687
INSERT,1717481343293835,85641
INSERT,1717481343379487,80328
INSERT,1717481343379463,80391
INSERT,1717481343379404,80492
INSERT,1717481343379539,80461
INSERT,1717481343460079,159904
INSERT,1717481343459883,160160
INSERT,1717481343459923,160190
INSERT,1717481343459965,160179
INSERT,1717481343620228,32799
INSERT,1717481343620105,48097
INSERT,1717481343620061,48149
INSERT,1717481343668275,134422
INSERT,1717481343653094,149655
INSERT,1717481343620211,182538
INSERT,1717481343668269,134521
INSERT,1717481343802821,182630
INSERT,1717481343802783,182736
INSERT,1717481343802820,182770
INSERT,1717481343802854,182742
INSERT,1717481343985655,66200
INSERT,1717481343985552,66842
INSERT,1717481343985661,66754
INSERT,1717481343985589,66929
INSERT,1717481344051955,119094
INSERT,1717481344052488,119016
INSERT,1717481344052590,119205
INSERT,1717481344052488,119369
INSERT,1717481344171123,95462
INSERT,1717481344171928,95093
INSERT,1717481344171590,95456
INSERT,1717481344266671,110338
INSERT,1717481344171859,205185
INSERT,1717481344267089,137332
INSERT,1717481344267121,137304
INSERT,1717481344377097,78771
INSERT,1717481344377117,78757
INSERT,1717481344455964,103313
INSERT,1717481344455964,103368
INSERT,1717481344404488,154964
INSERT,1717481344404487,155014
INSERT,1717481344559407,68795
INSERT,1717481344559344,69386
INSERT,1717481344559572,87055
INSERT,1717481344559549,87103
INSERT,1717481344628303,107194
INSERT,1717481344628806,106761
INSERT,1717481344646706,88896
INSERT,1717481344646722,89027
INSERT,1717481344735565,174787
INSERT,1717481344735685,174794
INSERT,1717481344735821,174700
INSERT,1717481344735633,174899
INSERT,1717481344910589,75864
INSERT,1717481344910417,76385
INSERT,1717481344910610,76238
INSERT,1717481344910633,76245
INSERT,1717481344986555,116566
INSERT,1717481344986878,116893
INSERT,1717481344986941,116890
INSERT,1717481344986914,116984
INSERT,1717481345103195,43314
INSERT,1717481345146561,107235
INSERT,1717481345103912,149947
INSERT,1717481345103831,150034
INSERT,1717481345103986,149947
INSERT,1717481345253861,51096
INSERT,1717481345254017,93372
INSERT,1717481345253959,93522
INSERT,1717481345253959,93566
INSERT,1717481345347453,72714
INSERT,1717481345305015,115199
INSERT,1717481345347620,95402
INSERT,1717481345347644,95394
INSERT,1717481345420227,62586
INSERT,1717481345420284,173458
INSERT,1717481345482877,110942
INSERT,1717481345443076,150815
INSERT,1717481345443107,150817
INSERT,1717481345593833,59604
INSERT,1717481345653503,73901
INSERT,1717481345594026,133389
INSERT,1717481345593955,133472
INSERT,1717481345593886,133574
INSERT,1717481345727547,33172
INSERT,1717481345727493,182482
INSERT,1717481345760782,149229
INSERT,1717481345727484,182597
INSERT,1717481345727471,182505
INSERT,1717481345910095,40616
INSERT,1717481345910266,59745
INSERT,1717481345910090,164825
INSERT,1717481345950778,124197
INSERT,1717481345970081,104907
INSERT,1717481345910147,164912
INSERT,1717481346074982,20459
INSERT,1717481346075125,174872
INSERT,1717481346095519,154485
INSERT,1717481346075084,175156
INSERT,1717481346075040,175255
INSERT,1717481346250068,62008
INSERT,1717481346250304,61823
INSERT,1717481346250360,61773
INSERT,1717481346250072,62114
INSERT,1717481346312239,116628
INSERT,1717481346312161,116746
INSERT,1717481346312219,116757
INSERT,1717481346312296,116722
INSERT,1717481346428991,93159
INSERT,1717481346429079,93145
INSERT,1717481346428971,93371
INSERT,1717481346522215,64569
INSERT,1717481346429088,157713
INSERT,1717481346522323,113992
INSERT,1717481346522408,113996
INSERT,1717481346586863,80593
INSERT,1717481346586863,80653
INSERT,1717481346667559,101101
INSERT,1717481346636470,132229
INSERT,1717481346667583,101126
INSERT,1717481346636378,132475
INSERT,1717481346768771,150595
INSERT,1717481346768729,150663
INSERT,1717481346768924,150568
INSERT,1717481346768768,150733
INSERT,1717481346919431,40308
INSERT,1717481346919566,93312
INSERT,1717481346919558,93344
INSERT,1717481347013001,76223
INSERT,1717481347012980,76270
INSERT,1717481346919459,169832
INSERT,1717481346959822,129523
INSERT,1717481347089411,63213
INSERT,1717481347089315,81387
INSERT,1717481347089320,81415
INSERT,1717481347089357,81423
INSERT,1717481347170768,94217
INSERT,1717481347170855,94158
INSERT,1717481347152683,112333
INSERT,1717481347170820,94228
INSERT,1717481347265081,193163
INSERT,1717481347265083,193287
INSERT,1717481347265055,193348
INSERT,1717481347265117,193323
INSERT,1717481347458320,26677
INSERT,1717481347458468,174900
INSERT,1717481347485082,148309
INSERT,1717481347458452,174945
INSERT,1717481347458504,174974
INSERT,1717481347633544,54126
INSERT,1717481347633472,168441
INSERT,1717481347687765,114166
INSERT,1717481347633467,168483
INSERT,1717481347633441,168661
INSERT,1717481347802017,47581
INSERT,1717481347802002,81148
INSERT,1717481347849666,136753
INSERT,1717481347802007,184489
INSERT,1717481347802211,184415
INSERT,1717481347883218,103427
INSERT,1717481347986735,146605
INSERT,1717481347986564,146865
INSERT,1717481347986694,146757
INSERT,1717481347986505,147012
INSERT,1717481348133426,63976
INSERT,1717481348133517,82338
INSERT,1717481348133496,82437
INSERT,1717481348133586,82449
INSERT,1717481348216000,90417
INSERT,1717481348197467,109042
INSERT,1717481348306486,97491
INSERT,1717481348216101,187896
INSERT,1717481348215921,188255
INSERT,1717481348306586,168841
INSERT,1717481348404059,71568
INSERT,1717481348404241,93756
INSERT,1717481348404054,93987
INSERT,1717481348475698,77706
INSERT,1717481348553470,149300
INSERT,1717481348475537,227255
INSERT,1717481348498061,204797
INSERT,1717481348498110,204805
INSERT,1717481348702983,48866
INSERT,1717481348702865,49023
INSERT,1717481348751948,110579
INSERT,1717481348751949,110626
INSERT,1717481348702838,159787
INSERT,1717481348702928,159722
INSERT,1717481348862594,30210
INSERT,1717481348862690,81767
INSERT,1717481348862634,81868
INSERT,1717481348862734,81849
INSERT,1717481348944566,83968
INSERT,1717481348892926,135667
INSERT,1717481348944648,83960
INSERT,1717481348944524,84122
INSERT,1717481349028603,79868
INSERT,1717481349028675,99261
INSERT,1717481349028715,99233
INSERT,1717481349028655,99347
INSERT,1717481349108538,84737
INSERT,1717481349128005,120584
INSERT,1717481349128011,145376
INSERT,1717481349128066,145341
INSERT,1717481349273476,124348
INSERT,1717481349273449,124395
INSERT,1717481349248651,149225
INSERT,1717481349193344,204578
INSERT,1717481349397988,72224
INSERT,1717481349397914,162541
INSERT,1717481349470312,90152
INSERT,1717481349397891,162633
INSERT,1717481349397940,162624
INSERT,1717481349560559,61586
INSERT,1717481349560576,83997
INSERT,1717481349560678,83928
INSERT,1717481349560614,84037
INSERT,1717481349644639,106788
INSERT,1717481349644689,106813
INSERT,1717481349622213,129396
INSERT,1717481349644725,106992
INSERT,1717481349751794,56133
INSERT,1717481349751491,56631
INSERT,1717481349751675,96925
INSERT,1717481349751569,97148
INSERT,1717481349808218,118961
INSERT,1717481349808022,119165
INSERT,1717481349848665,117070
INSERT,1717481349848781,117004
INSERT,1717481349927295,94423
INSERT,1717481349927267,94464
INSERT,1717481350021800,107271
INSERT,1717481349965851,163268
INSERT,1717481349965812,163383
