Now loading data using DB:  etcd
core
Using request distribution 'uniform' a keyrange of [0 9999]
***************** properties *****************
"threadcount"="4"
"insertproportion"="0"
"readproportion"="0.5"
"dotransactions"="false"
"docollectingdata"="false"
"readallfields"="true"
"etcd.endpoints"="192.168.37.11:2379"
"operationcount"="1000000"
"updateproportion"="0.5"
"workload"="core"
"measurementtype"="raw"
"command"="load"
"requestdistribution"="uniform"
"scanproportion"="0"
"etcd.dial_timeout"="1s"
"recordcount"="10000"
**********************************************
**********************************************
Run finished, takes 5m36.618769603s
operation,timestamp_us,latency_us
TOTAL,1717481467745181,91813
TOTAL,1717481467745152,91849
TOTAL,1717481467703626,133371
TOTAL,1717481467745149,92353
TOTAL,1717481467837072,83826
TOTAL,1717481467837070,83849
TOTAL,1717481467837103,84047
TOTAL,1717481467837548,158489
TOTAL,1717481467921009,75114
TOTAL,1717481467920972,113520
TOTAL,1717481467921214,113294
TOTAL,1717481467996105,38441
TOTAL,1717481468034571,141077
TOTAL,1717481467996189,179497
TOTAL,1717481468034642,141120
TOTAL,1717481468034563,141306
TOTAL,1717481468175751,93000
TOTAL,1717481468175934,93199
TOTAL,1717481468175829,93371
TOTAL,1717481468175717,93505
TOTAL,1717481468268885,69511
TOTAL,1717481468269273,102501
TOTAL,1717481468269322,102542
TOTAL,1717481468269232,102655
TOTAL,1717481468338472,57574
TOTAL,1717481468371860,119478
TOTAL,1717481468371925,119907
TOTAL,1717481468371954,119918
TOTAL,1717481468396113,95886
TOTAL,1717481468491442,82125
TOTAL,1717481468492051,82457
TOTAL,1717481468491910,82657
TOTAL,1717481468491965,82614
TOTAL,1717481468573679,89711
TOTAL,1717481468574584,88817
TOTAL,1717481468574633,119937
TOTAL,1717481468574656,120071
TOTAL,1717481468663472,32549
TOTAL,1717481468696087,150493
TOTAL,1717481468694641,151951
TOTAL,1717481468663454,183180
TOTAL,1717481468694791,151911
TOTAL,1717481468846655,71040
TOTAL,1717481468846663,71629
TOTAL,1717481468846701,71672
TOTAL,1717481468846765,71658
TOTAL,1717481468917769,124487
TOTAL,1717481468918356,123994
TOTAL,1717481468918437,123945
TOTAL,1717481468918492,150053
TOTAL,1717481469042319,85038
TOTAL,1717481469042422,269099
TOTAL,1717481469068614,242932
TOTAL,1717481469127426,184240
TOTAL,1717481469042450,269250
TOTAL,1717481469311615,80085
TOTAL,1717481469311765,79982
TOTAL,1717481469391762,72822
TOTAL,1717481469311734,152902
TOTAL,1717481469311590,153064
TOTAL,1717481469391817,72924
TOTAL,1717481469464668,161056
TOTAL,1717481469464738,161116
TOTAL,1717481469464717,161163
TOTAL,1717481469464808,161083
TOTAL,1717481469625792,53114
TOTAL,1717481469625923,53267
TOTAL,1717481469625955,53299
TOTAL,1717481469625946,53329
TOTAL,1717481469679074,120385
TOTAL,1717481469679277,120263
TOTAL,1717481469679350,138560
TOTAL,1717481469679358,138578
TOTAL,1717481469818005,128739
TOTAL,1717481469817980,128806
TOTAL,1717481469799526,147375
TOTAL,1717481469799606,147354
TOTAL,1717481469946858,44944
TOTAL,1717481469991869,129193
TOTAL,1717481469946968,174122
TOTAL,1717481469946810,174290
TOTAL,1717481469947042,174119
TOTAL,1717481470121165,26565
TOTAL,1717481470121141,150512
TOTAL,1717481470121178,150538
TOTAL,1717481470147801,123956
TOTAL,1717481470121226,150541
TOTAL,1717481470271724,28223
TOTAL,1717481470300042,117580
TOTAL,1717481470271824,145825
TOTAL,1717481470271785,145878
TOTAL,1717481470271841,145951
TOTAL,1717481470417856,63771
TOTAL,1717481470417731,64411
TOTAL,1717481470417701,64446
TOTAL,1717481470417721,84479
TOTAL,1717481470481703,102733
TOTAL,1717481470482222,102219
TOTAL,1717481470482226,102303
TOTAL,1717481470502276,82395
TOTAL,1717481470584506,163202
TOTAL,1717481470584717,163001
TOTAL,1717481470584524,163281
TOTAL,1717481470584595,163325
TOTAL,1717481470747888,23826
TOTAL,1717481470747820,55140
TOTAL,1717481470771782,166088
TOTAL,1717481470803029,134933
TOTAL,1717481470747986,190096
TOTAL,1717481470747786,190316
TOTAL,1717481470938173,61507
TOTAL,1717481470999756,123045
TOTAL,1717481470937933,184931
TOTAL,1717481470938029,184876
TOTAL,1717481470938130,184811
TOTAL,1717481471122866,68850
TOTAL,1717481471122987,69068
TOTAL,1717481471123006,69062
TOTAL,1717481471122936,69137
TOTAL,1717481471191820,101728
TOTAL,1717481471192146,101497
TOTAL,1717481471192137,101545
TOTAL,1717481471192175,101520
TOTAL,1717481471293616,159608
TOTAL,1717481471293759,159475
TOTAL,1717481471293777,159464
TOTAL,1717481471293707,159695
TOTAL,1717481471453318,97289
TOTAL,1717481471453493,97467
TOTAL,1717481471453295,97674
TOTAL,1717481471453306,97693
TOTAL,1717481471550716,108693
TOTAL,1717481471551066,108398
TOTAL,1717481471551034,126456
TOTAL,1717481471551029,126481
TOTAL,1717481471659534,73949
TOTAL,1717481471733581,87124
TOTAL,1717481471677552,143199
TOTAL,1717481471659473,161374
TOTAL,1717481471677585,143359
TOTAL,1717481471820771,79368
TOTAL,1717481471820849,80046
TOTAL,1717481471821011,79958
TOTAL,1717481471900948,113113
TOTAL,1717481471900261,113829
TOTAL,1717481471820912,193206
TOTAL,1717481472014184,74126
TOTAL,1717481471901036,187396
TOTAL,1717481472014130,74788
TOTAL,1717481472014162,74799
TOTAL,1717481472088981,123321
TOTAL,1717481472089024,123303
TOTAL,1717481472088384,123953
TOTAL,1717481472088506,123906
TOTAL,1717481472212394,34549
TOTAL,1717481472212500,170664
TOTAL,1717481472212367,170811
TOTAL,1717481472212413,170887
TOTAL,1717481472247010,136423
TOTAL,1717481472383231,29230
TOTAL,1717481472412526,121975
TOTAL,1717481472383501,151035
TOTAL,1717481472383241,151356
TOTAL,1717481472383376,151326
TOTAL,1717481472534568,183672
TOTAL,1717481472534664,183698
TOTAL,1717481472534602,183839
TOTAL,1717481472534769,183696
TOTAL,1717481472718530,73902
TOTAL,1717481472718431,74028
TOTAL,1717481472718509,73995
TOTAL,1717481472718311,74316
TOTAL,1717481472792721,90690
TOTAL,1717481472792503,91509
TOTAL,1717481472792536,91514
TOTAL,1717481472792569,130821
TOTAL,1717481472883490,85500
TOTAL,1717481472884124,98663
TOTAL,1717481472884115,98702
TOTAL,1717481472982864,94086
TOTAL,1717481472923451,153532
TOTAL,1717481472969050,107940
TOTAL,1717481472982922,114157
TOTAL,1717481473077073,72433
TOTAL,1717481473149589,97536
TOTAL,1717481473077051,170142
TOTAL,1717481473077012,170222
TOTAL,1717481473097143,150128
TOTAL,1717481473247337,72445
TOTAL,1717481473247191,73041
TOTAL,1717481473247299,72949
TOTAL,1717481473247267,73003
TOTAL,1717481473319881,123098
TOTAL,1717481473320331,122677
TOTAL,1717481473320305,122788
TOTAL,1717481473320335,122808
TOTAL,1717481473443047,63394
TOTAL,1717481473443207,63751
TOTAL,1717481473443072,158121
TOTAL,1717481473443163,158061
TOTAL,1717481473507023,94227
TOTAL,1717481473506521,94883
TOTAL,1717481473601317,62565
TOTAL,1717481473601299,62593
TOTAL,1717481473601267,62959
TOTAL,1717481473664270,116190
TOTAL,1717481473663982,116552
TOTAL,1717481473601470,179078
TOTAL,1717481473663945,116780
TOTAL,1717481473780533,76458
TOTAL,1717481473780799,76440
TOTAL,1717481473780615,76635
TOTAL,1717481473780603,76654
TOTAL,1717481473857344,95618
TOTAL,1717481473857063,95975
TOTAL,1717481473857309,95891
TOTAL,1717481473857323,157171
TOTAL,1717481473953105,162107
TOTAL,1717481473953265,162038
TOTAL,1717481473953039,162362
TOTAL,1717481474014571,153060
TOTAL,1717481474115373,52323
TOTAL,1717481474115275,81449
TOTAL,1717481474196793,98249
TOTAL,1717481474115466,179630
TOTAL,1717481474167778,127358
TOTAL,1717481474167696,127493
TOTAL,1717481474295111,98556
TOTAL,1717481474295193,98985
TOTAL,1717481474295276,98912
TOTAL,1717481474295203,99055
TOTAL,1717481474393758,118879
TOTAL,1717481474394261,118397
TOTAL,1717481474394232,118506
TOTAL,1717481474394323,118514
TOTAL,1717481474512907,117150
TOTAL,1717481474512713,117471
TOTAL,1717481474512806,117392
TOTAL,1717481474512723,117484
TOTAL,1717481474630277,25553
TOTAL,1717481474630176,67357
TOTAL,1717481474630251,88865
TOTAL,1717481474630277,88849
TOTAL,1717481474697599,94797
TOTAL,1717481474655895,136504
TOTAL,1717481474719179,73510
TOTAL,1717481474719230,129230
TOTAL,1717481474848531,104120
TOTAL,1717481474792471,160213
TOTAL,1717481474792473,160217
TOTAL,1717481474792736,160013
TOTAL,1717481474952722,64784
TOTAL,1717481474952830,161353
TOTAL,1717481474952783,161419
TOTAL,1717481475017578,96658
TOTAL,1717481474952786,161640
TOTAL,1717481475114249,85863
TOTAL,1717481475200204,80557
TOTAL,1717481475114270,166519
TOTAL,1717481475114304,166579
TOTAL,1717481475114497,166439
TOTAL,1717481475280860,72110
TOTAL,1717481475280948,72368
TOTAL,1717481475280880,72443
TOTAL,1717481475281004,72417
TOTAL,1717481475353417,87504
TOTAL,1717481475353040,88022
TOTAL,1717481475353487,133961
TOTAL,1717481475353417,134131
TOTAL,1717481475441024,68452
TOTAL,1717481475441127,68358
TOTAL,1717481475487631,145946
TOTAL,1717481475487510,146160
TOTAL,1717481475509575,124208
TOTAL,1717481475509575,124233
TOTAL,1717481475633778,173619
TOTAL,1717481475633864,173544
TOTAL,1717481475633648,173802
TOTAL,1717481475633866,173741
TOTAL,1717481475807471,99568
TOTAL,1717481475907113,72172
TOTAL,1717481475807471,172056
TOTAL,1717481475807522,172007
TOTAL,1717481475807716,171857
TOTAL,1717481475979395,67341
TOTAL,1717481475979622,67132
TOTAL,1717481475979603,67160
TOTAL,1717481475979655,67199
TOTAL,1717481476046812,123152
TOTAL,1717481476046927,123056
TOTAL,1717481476046857,123176
TOTAL,1717481476046826,123291
TOTAL,1717481476170183,75253
TOTAL,1717481476170053,95304
TOTAL,1717481476170100,95263
TOTAL,1717481476170033,95379
TOTAL,1717481476265436,57817
TOTAL,1717481476245532,77724
TOTAL,1717481476265424,108375
TOTAL,1717481476265470,108487
TOTAL,1717481476323321,90393
TOTAL,1717481476374030,128932
TOTAL,1717481476323321,179654
TOTAL,1717481476373865,129186
TOTAL,1717481476413815,89401
TOTAL,1717481476503058,80003
TOTAL,1717481476583130,82042
TOTAL,1717481476503125,162053
TOTAL,1717481476503295,161884
TOTAL,1717481476503090,162215
TOTAL,1717481476665245,47219
TOTAL,1717481476665245,47494
TOTAL,1717481476712529,128045
TOTAL,1717481476712834,127779
TOTAL,1717481476665376,175396
TOTAL,1717481476665265,175588
TOTAL,1717481476840683,27263
TOTAL,1717481476840646,228225
TOTAL,1717481476840866,228017
TOTAL,1717481476868011,200910
TOTAL,1717481476840954,228089
TOTAL,1717481477068947,74457
TOTAL,1717481477069107,74866
TOTAL,1717481477143469,96361
TOTAL,1717481477144050,95844
TOTAL,1717481477068937,170968
TOTAL,1717481477068997,170970
TOTAL,1717481477239900,93159
TOTAL,1717481477240031,93615
TOTAL,1717481477239971,93698
TOTAL,1717481477239958,93745
TOTAL,1717481477333132,111740
TOTAL,1717481477333714,111183
TOTAL,1717481477333775,137911
TOTAL,1717481477333733,137956
TOTAL,1717481477444966,142040
TOTAL,1717481477471753,115292
TOTAL,1717481477444950,142147
TOTAL,1717481477471756,115387
TOTAL,1717481477587113,45118
TOTAL,1717481477632299,144540
TOTAL,1717481477587224,189658
TOTAL,1717481477587147,189808
TOTAL,1717481477587253,189724
TOTAL,1717481477776911,63624
TOTAL,1717481477777019,83200
TOTAL,1717481477776948,83281
TOTAL,1717481477777058,83250
TOTAL,1717481477860306,112525
TOTAL,1717481477840597,132389
TOTAL,1717481477860392,112630
TOTAL,1717481477860297,112828
TOTAL,1717481477972909,91594
TOTAL,1717481477973086,183600
TOTAL,1717481477973091,183602
TOTAL,1717481477973244,183769
TOTAL,1717481478064600,92414
TOTAL,1717481478157086,82345
TOTAL,1717481478156786,82659
TOTAL,1717481478239498,200636
TOTAL,1717481478157086,283066
TOTAL,1717481478156786,283402
TOTAL,1717481478239515,200777
TOTAL,1717481478440257,146267
TOTAL,1717481478440356,146230
TOTAL,1717481478440227,146444
TOTAL,1717481478440205,146503
TOTAL,1717481478586592,48802
TOTAL,1717481478586659,89756
TOTAL,1717481478586774,89661
TOTAL,1717481478635480,128947
TOTAL,1717481478586736,177735
TOTAL,1717481478676506,105417
TOTAL,1717481478676519,105406
TOTAL,1717481478764493,70501
TOTAL,1717481478764538,87991
TOTAL,1717481478781990,142777
TOTAL,1717481478835093,89803
TOTAL,1717481478781990,142915
TOTAL,1717481478852582,72532
TOTAL,1717481478924873,70362
TOTAL,1717481478925009,70237
TOTAL,1717481478995316,131352
TOTAL,1717481478924999,201721
TOTAL,1717481478995310,131459
TOTAL,1717481478925178,201611
TOTAL,1717481479126732,60750
TOTAL,1717481479126840,171484
TOTAL,1717481479187549,110807
TOTAL,1717481479126856,171577
TOTAL,1717481479126787,171758
TOTAL,1717481479298516,34933
TOTAL,1717481479298426,61456
TOTAL,1717481479298387,61663
TOTAL,1717481479298612,174649
TOTAL,1717481479359948,113342
TOTAL,1717481479333518,139842
TOTAL,1717481479360104,113261
TOTAL,1717481479473341,97988
TOTAL,1717481479571413,90718
TOTAL,1717481479473438,188732
TOTAL,1717481479473440,188803
TOTAL,1717481479473355,188935
TOTAL,1717481479662355,179830
TOTAL,1717481479662201,180030
TOTAL,1717481479662309,179935
TOTAL,1717481479662239,180094
TOTAL,1717481479842311,47100
TOTAL,1717481479889475,108765
TOTAL,1717481479842411,155895
TOTAL,1717481479842301,156031
TOTAL,1717481479842267,156091
TOTAL,1717481479998424,69961
TOTAL,1717481479998399,70739
TOTAL,1717481479998376,70789
TOTAL,1717481479998312,70854
TOTAL,1717481480069206,123090
TOTAL,1717481480068469,123840
TOTAL,1717481480069271,145946
TOTAL,1717481480069235,146049
TOTAL,1717481480192376,91451
TOTAL,1717481480283930,99751
TOTAL,1717481480215284,168438
TOTAL,1717481480192361,191462
TOTAL,1717481480215379,168503
TOTAL,1717481480383890,49227
TOTAL,1717481480383791,49334
TOTAL,1717481480383969,96128
TOTAL,1717481480383752,96395
TOTAL,1717481480480166,75153
TOTAL,1717481480433183,122240
TOTAL,1717481480480228,75202
TOTAL,1717481480433192,122357
TOTAL,1717481480555387,43875
TOTAL,1717481480555492,152044
TOTAL,1717481480555654,151914
TOTAL,1717481480555495,152131
TOTAL,1717481480599340,108315
TOTAL,1717481480707605,90874
TOTAL,1717481480707692,90966
TOTAL,1717481480707633,91085
TOTAL,1717481480707722,91027
TOTAL,1717481480798573,88854
TOTAL,1717481480798786,107407
TOTAL,1717481480798816,107389
TOTAL,1717481480906259,130511
TOTAL,1717481480906272,130524
TOTAL,1717481480887494,149353
TOTAL,1717481480798748,238228
TOTAL,1717481481037042,94253
TOTAL,1717481481036952,94351
TOTAL,1717481481131379,64063
TOTAL,1717481481131375,64112
TOTAL,1717481481036863,158647
TOTAL,1717481481036892,158645
TOTAL,1717481481195575,223858
TOTAL,1717481481195603,223849
TOTAL,1717481481195558,223966
TOTAL,1717481481195508,224151
TOTAL,1717481481419502,63265
TOTAL,1717481481419589,63624
TOTAL,1717481481419702,63540
TOTAL,1717481481419518,63746
TOTAL,1717481481483322,102498
TOTAL,1717481481483282,102555
TOTAL,1717481481482870,102970
TOTAL,1717481481483326,102578
TOTAL,1717481481585902,58835
TOTAL,1717481481585907,59118
TOTAL,1717481481585898,59237
TOTAL,1717481481585972,59175
TOTAL,1717481481645222,116774
TOTAL,1717481481645214,116810
TOTAL,1717481481644870,117243
TOTAL,1717481481645100,117055
TOTAL,1717481481762217,176025
TOTAL,1717481481762096,176151
TOTAL,1717481481762181,176145
TOTAL,1717481481762067,176370
TOTAL,1717481481938320,53542
TOTAL,1717481481938396,94062
TOTAL,1717481481938503,94037
TOTAL,1717481481938309,94248
TOTAL,1717481481991939,41545
TOTAL,1717481482032628,76908
TOTAL,1717481482032520,77028
TOTAL,1717481482032605,123222
TOTAL,1717481482033559,122321
TOTAL,1717481482109613,66830
TOTAL,1717481482155898,127419
TOTAL,1717481482109603,173770
TOTAL,1717481482155947,127459
TOTAL,1717481482176530,107068
TOTAL,1717481482283502,81846
TOTAL,1717481482283383,81989
TOTAL,1717481482283476,183518
TOTAL,1717481482365447,101576
TOTAL,1717481482283671,183454
TOTAL,1717481482365414,101758
TOTAL,1717481482467065,81918
TOTAL,1717481482467102,81926
TOTAL,1717481482467194,81850
TOTAL,1717481482467247,81800
TOTAL,1717481482548994,76410
TOTAL,1717481482549061,76397
TOTAL,1717481482549069,76441
TOTAL,1717481482549039,76599
TOTAL,1717481482625471,50202
TOTAL,1717481482625702,50465
TOTAL,1717481482625533,183540
TOTAL,1717481482625576,183515
TOTAL,1717481482676239,132850
TOTAL,1717481482675736,133338
TOTAL,1717481482809276,92497
TOTAL,1717481482809166,92620
TOTAL,1717481482901879,83597
TOTAL,1717481482809188,176373
TOTAL,1717481482901843,83795
TOTAL,1717481482809187,176456
TOTAL,1717481482985626,155514
TOTAL,1717481482985552,155601
TOTAL,1717481482985720,155617
TOTAL,1717481482985726,155778
TOTAL,1717481483141389,99517
TOTAL,1717481483141214,99758
TOTAL,1717481483141569,99433
TOTAL,1717481483141208,99827
TOTAL,1717481483240977,87132
TOTAL,1717481483241038,87081
TOTAL,1717481483241112,107429
TOTAL,1717481483241072,107516
TOTAL,1717481483328192,185742
TOTAL,1717481483348650,165432
TOTAL,1717481483348607,165512
TOTAL,1717481483328187,185986
TOTAL,1717481483514012,59855
TOTAL,1717481483514232,60174
TOTAL,1717481483514187,60237
TOTAL,1717481483514268,60239
TOTAL,1717481483574490,114827
TOTAL,1717481483573978,115352
TOTAL,1717481483574477,114857
TOTAL,1717481483574571,114789
TOTAL,1717481483689398,94764
TOTAL,1717481483689384,94783
TOTAL,1717481483689429,94814
TOTAL,1717481483689401,175544
TOTAL,1717481483784234,87425
TOTAL,1717481483784314,131853
TOTAL,1717481483784234,132011
TOTAL,1717481483871723,154714
TOTAL,1717481483865010,161430
TOTAL,1717481483916233,110366
TOTAL,1717481483916310,110305
TOTAL,1717481484026513,39242
TOTAL,1717481484026688,60995
TOTAL,1717481484087748,106961
TOTAL,1717481484065810,128928
TOTAL,1717481484026507,168304
TOTAL,1717481484026668,168254
TOTAL,1717481484194879,97101
TOTAL,1717481484194802,214054
TOTAL,1717481484292052,116843
TOTAL,1717481484194776,214150
TOTAL,1717481484194993,213980
TOTAL,1717481484409038,75991
TOTAL,1717481484408920,217505
TOTAL,1717481484408974,217478
TOTAL,1717481484485129,141422
TOTAL,1717481484408993,217575
TOTAL,1717481484626508,88873
TOTAL,1717481484626633,271599
TOTAL,1717481484626526,271755
TOTAL,1717481484715472,182922
TOTAL,1717481484626617,271811
TOTAL,1717481484898494,236823
TOTAL,1717481484898479,236875
TOTAL,1717481484898302,237117
TOTAL,1717481484898349,237165
TOTAL,1717481485135459,214608
TOTAL,1717481485135386,214690
TOTAL,1717481485135580,214500
TOTAL,1717481485135485,214697
TOTAL,1717481485350249,247680
TOTAL,1717481485350176,247794
TOTAL,1717481485350141,247862
TOTAL,1717481485350181,247967
TOTAL,1717481485597997,280693
TOTAL,1717481485598227,280528
TOTAL,1717481485598039,280861
TOTAL,1717481485598069,280860
TOTAL,1717481485878996,297965
TOTAL,1717481485878758,298211
TOTAL,1717481485878946,298029
TOTAL,1717481485878828,298222
TOTAL,1717481486177052,374327
TOTAL,1717481486177038,374346
TOTAL,1717481486177115,374352
TOTAL,1717481486177042,374635
TOTAL,1717481486551532,295592
TOTAL,1717481486551457,295734
TOTAL,1717481486551742,295546
TOTAL,1717481486551465,295879
TOTAL,1717481486847271,76193
TOTAL,1717481486923542,118616
TOTAL,1717481486847357,194988
TOTAL,1717481486847208,195169
TOTAL,1717481486847415,194989
TOTAL,1717481487042489,49390
TOTAL,1717481487042438,85555
TOTAL,1717481487042455,85543
TOTAL,1717481487042335,85761
TOTAL,1717481487128065,87057
TOTAL,1717481487128161,87018
TOTAL,1717481487091945,123334
TOTAL,1717481487128060,87331
TOTAL,1717481487215245,60967
TOTAL,1717481487215476,79586
TOTAL,1717481487215188,79905
TOTAL,1717481487215342,79951
TOTAL,1717481487295357,100947
TOTAL,1717481487295124,101184
TOTAL,1717481487276276,120057
TOTAL,1717481487295162,101207
TOTAL,1717481487396439,97814
TOTAL,1717481487396409,97858
TOTAL,1717481487396371,97928
TOTAL,1717481487494347,89294
TOTAL,1717481487396371,187289
TOTAL,1717481487494362,89343
TOTAL,1717481487494334,111626
TOTAL,1717481487583773,63548
TOTAL,1717481487583722,79274
TOTAL,1717481487583726,79300
TOTAL,1717481487606028,176098
TOTAL,1717481487647390,134740
TOTAL,1717481487663062,119301
TOTAL,1717481487663095,119342
TOTAL,1717481487782215,68805
TOTAL,1717481487782516,183259
TOTAL,1717481487782194,183635
TOTAL,1717481487851103,114885
TOTAL,1717481487782417,183608
TOTAL,1717481487965848,73900
TOTAL,1717481488039822,112046
TOTAL,1717481487966033,185944
TOTAL,1717481487965898,186165
TOTAL,1717481487966093,186002
TOTAL,1717481488151941,84791
TOTAL,1717481488152045,179364
TOTAL,1717481488236832,94609
TOTAL,1717481488152159,179390
TOTAL,1717481488152128,179476
TOTAL,1717481488331468,90118
TOTAL,1717481488421659,90676
TOTAL,1717481488331509,180902
TOTAL,1717481488331671,180769
TOTAL,1717481488331615,180922
TOTAL,1717481488512401,99728
TOTAL,1717481488512505,161646
TOTAL,1717481488612225,61947
TOTAL,1717481488512484,161699
TOTAL,1717481488512602,161641
TOTAL,1717481488674326,97552
TOTAL,1717481488771941,57810
TOTAL,1717481488674238,155544
TOTAL,1717481488674218,155592
TOTAL,1717481488674247,155682
TOTAL,1717481488829848,91923
TOTAL,1717481488830037,165674
TOTAL,1717481488921842,73932
TOTAL,1717481488829818,165973
TOTAL,1717481488829889,165991
TOTAL,1717481488995861,176881
TOTAL,1717481488995776,176970
TOTAL,1717481488995945,176906
TOTAL,1717481488995842,177090
TOTAL,1717481489172810,71245
TOTAL,1717481489172909,71163
TOTAL,1717481489173005,71082
TOTAL,1717481489172803,71399
TOTAL,1717481489244160,153621
TOTAL,1717481489244121,153670
TOTAL,1717481489244269,153722
TOTAL,1717481489244133,213284
TOTAL,1717481489397882,95359
TOTAL,1717481489457491,159450
TOTAL,1717481489397856,219837
TOTAL,1717481489398063,219674
TOTAL,1717481489493306,124459
TOTAL,1717481489617016,86621
TOTAL,1717481489617835,85848
TOTAL,1717481489617875,85825
TOTAL,1717481489617758,85974
TOTAL,1717481489703703,138261
TOTAL,1717481489703773,138227
TOTAL,1717481489703769,138258
TOTAL,1717481489703810,138280
TOTAL,1717481489842072,167053
TOTAL,1717481489842037,167128
TOTAL,1717481489842154,167174
TOTAL,1717481489842091,167304
TOTAL,1717481490009460,237259
TOTAL,1717481490009233,237565
TOTAL,1717481490009374,237426
TOTAL,1717481490009190,237679
TOTAL,1717481490246876,69419
TOTAL,1717481490246944,96130
TOTAL,1717481490246794,96300
TOTAL,1717481490246881,96412
TOTAL,1717481490343360,100571
TOTAL,1717481490343139,100862
TOTAL,1717481490343153,100852
TOTAL,1717481490316367,127674
TOTAL,1717481490443997,25803
TOTAL,1717481490444077,80421
TOTAL,1717481490444069,98953
TOTAL,1717481490444154,98872
TOTAL,1717481490469868,162847
TOTAL,1717481490524565,108236
TOTAL,1717481490543130,89917
TOTAL,1717481490543094,90017
TOTAL,1717481490632929,21873
TOTAL,1717481490654866,133295
TOTAL,1717481490633126,155070
TOTAL,1717481490633190,155071
TOTAL,1717481490632847,155465
TOTAL,1717481490788264,29871
TOTAL,1717481490788228,81456
TOTAL,1717481490869748,87864
TOTAL,1717481490818235,139403
TOTAL,1717481490788380,169319
TOTAL,1717481490788331,169399
TOTAL,1717481490957683,72397
TOTAL,1717481490957700,217763
TOTAL,1717481490957795,217697
TOTAL,1717481491030139,145362
TOTAL,1717481490957828,217808
TOTAL,1717481491175704,171002
TOTAL,1717481491175571,171215
TOTAL,1717481491175563,171359
TOTAL,1717481491175586,171362
TOTAL,1717481491346773,61894
TOTAL,1717481491347011,80757
TOTAL,1717481491346989,80804
TOTAL,1717481491346855,80982
TOTAL,1717481491408748,114113
TOTAL,1717481491427900,94969
TOTAL,1717481491427846,126703
TOTAL,1717481491427857,126713
TOTAL,1717481491522934,40341
TOTAL,1717481491522942,89657
TOTAL,1717481491554636,67478
TOTAL,1717481491554614,67513
TOTAL,1717481491622214,113051
TOTAL,1717481491563367,171986
TOTAL,1717481491612676,122683
TOTAL,1717481491622197,113379
TOTAL,1717481491735423,183108
TOTAL,1717481491735688,182878
TOTAL,1717481491735335,183282
TOTAL,1717481491735422,183245
TOTAL,1717481491918599,70280
TOTAL,1717481491918640,70273
TOTAL,1717481491918731,230128
TOTAL,1717481491988978,159895
TOTAL,1717481491988941,159952
TOTAL,1717481491918688,230283
TOTAL,1717481492148993,64472
TOTAL,1717481492149058,268808
TOTAL,1717481492148936,268947
TOTAL,1717481492148934,269109
TOTAL,1717481492213535,204592
TOTAL,1717481492418109,261600
TOTAL,1717481492418183,261544
TOTAL,1717481492417955,261782
TOTAL,1717481492417971,261888
TOTAL,1717481492679803,96281
TOTAL,1717481492679785,96351
TOTAL,1717481492679932,228862
TOTAL,1717481492776200,132734
TOTAL,1717481492679820,229120
TOTAL,1717481492776188,213884
TOTAL,1717481492908882,258562
TOTAL,1717481492909006,258539
TOTAL,1717481492909015,258571
TOTAL,1717481492990140,177514
TOTAL,1717481493167513,85757
TOTAL,1717481493253343,148459
TOTAL,1717481493167724,234108
TOTAL,1717481493167613,234280
TOTAL,1717481493167662,234271
TOTAL,1717481493401868,86389
TOTAL,1717481493401959,287321
TOTAL,1717481493488369,200942
TOTAL,1717481493401902,287510
TOTAL,1717481493402013,287433
TOTAL,1717481493689512,304418
TOTAL,1717481493689481,304492
TOTAL,1717481493689382,304706
TOTAL,1717481493689347,304786
TOTAL,1717481493994153,260961
TOTAL,1717481493994197,260929
TOTAL,1717481493994044,261169
TOTAL,1717481493993998,261320
TOTAL,1717481494255466,211845
TOTAL,1717481494255199,212133
TOTAL,1717481494255320,212122
TOTAL,1717481494255192,212275
TOTAL,1717481494467401,211442
TOTAL,1717481494467534,211325
TOTAL,1717481494467510,211492
TOTAL,1717481494467378,211631
TOTAL,1717481494678913,51994
TOTAL,1717481494679077,92537
TOTAL,1717481494679074,92561
TOTAL,1717481494678930,92793
TOTAL,1717481494771832,88442
TOTAL,1717481494771683,88597
TOTAL,1717481494771696,88694
TOTAL,1717481494730972,129513
TOTAL,1717481494860568,45727
TOTAL,1717481494860345,77699
TOTAL,1717481494938113,100829
TOTAL,1717481494860456,178593
TOTAL,1717481494906374,132711
TOTAL,1717481494860341,178747
TOTAL,1717481495039116,69512
TOTAL,1717481495039165,69786
TOTAL,1717481495039011,70079
TOTAL,1717481495039150,69983
TOTAL,1717481495109021,137463
TOTAL,1717481495108716,137769
TOTAL,1717481495109199,137884
TOTAL,1717481495109155,137978
TOTAL,1717481495246558,63381
TOTAL,1717481495246553,63392
TOTAL,1717481495247159,81461
TOTAL,1717481495247200,81539
TOTAL,1717481495328677,102947
TOTAL,1717481495328805,102866
TOTAL,1717481495310014,121671
TOTAL,1717481495310003,121728
TOTAL,1717481495431823,36981
TOTAL,1717481495431709,59008
TOTAL,1717481495490793,123475
TOTAL,1717481495468940,145363
TOTAL,1717481495431755,182613
TOTAL,1717481495431803,182671
TOTAL,1717481495614370,50524
TOTAL,1717481495614434,50700
TOTAL,1717481495614337,88593
TOTAL,1717481495614543,88398
TOTAL,1717481495703038,91060
TOTAL,1717481495665199,128952
TOTAL,1717481495702999,91219
TOTAL,1717481495664963,129280
